Longitude,Latitude,MODE
144.64913,-37.85573,METRO BUS
144.64916,-37.8566,METRO BUS
144.6485,-37.85835,METRO BUS
144.6493,-37.85913,METRO BUS
144.65143,-37.85957,METRO BUS
144.65266,-37.85953,METRO BUS
144.65571,-37.85993,METRO BUS
144.65596,-37.85984,METRO BUS
144.65887,-37.86023,METRO BUS
144.65911,-37.86011,METRO BUS
145.09258,-37.60038,METRO BUS
145.09222,-37.60012,METRO BUS
145.22038,-37.81522,METRO BUS
145.22334,-37.81393,METRO BUS
145.08867,-37.60019,METRO BUS
145.08837,-37.60028,METRO BUS
145.08725,-37.60688,METRO BUS
145.08808,-37.6066,METRO BUS
145.08236,-37.60627,METRO BUS
145.08314,-37.60623,METRO BUS
145.07907,-37.60612,METRO BUS
145.07931,-37.60602,METRO BUS
145.14433,-37.80348,METRO BUS
145.07502,-37.6057,METRO BUS
145.07539,-37.60562,METRO BUS
145.07085,-37.60524,METRO BUS
145.07112,-37.60516,METRO BUS
145.07088,-37.60224,METRO BUS
145.07104,-37.60217,METRO BUS
145.07142,-37.59843,METRO BUS
145.07159,-37.59835,METRO BUS
145.03367,-37.59464,METRO BUS
145.1467,-37.80375,METRO BUS
145.03466,-37.59403,METRO BUS
145.03042,-37.60844,METRO BUS
145.03,-37.60807,METRO BUS
145.02405,-37.60781,METRO BUS
145.02676,-37.60798,METRO BUS
145.0157,-37.60706,METRO BUS
145.01551,-37.60687,METRO BUS
145.0053,-37.60602,METRO BUS
145.15094,-37.80422,METRO BUS
145.0065,-37.60585,METRO BUS
144.99768,-37.6054,METRO BUS
144.999,-37.60531,METRO BUS
144.98594,-37.60431,METRO BUS
144.98758,-37.60433,METRO BUS
144.87863,-37.62833,METRO BUS
144.88793,-37.61457,METRO BUS
144.89425,-37.59307,METRO BUS
145.0261,-37.64809,METRO BUS
145.1531,-37.80485,METRO BUS
145.31979,-38.04888,METRO BUS
144.99464,-37.80008,METRO BUS
145.32017,-38.04897,METRO BUS
144.96423,-37.54078,METRO BUS
144.96416,-37.54095,METRO BUS
144.9669,-37.54045,METRO BUS
144.96688,-37.54058,METRO BUS
145.10664,-37.78815,METRO BUS
145.15284,-37.80646,METRO BUS
145.4291,-38.07467,METRO BUS
145.4295,-38.07448,METRO BUS
145.41946,-38.07181,METRO BUS
145.42016,-38.07173,METRO BUS
145.40346,-38.06861,METRO BUS
145.40372,-38.06842,METRO BUS
145.39006,-38.06619,METRO BUS
145.39059,-38.06636,METRO BUS
145.38756,-38.06507,METRO BUS
145.15261,-37.80782,METRO BUS
145.38736,-38.06517,METRO BUS
145.27284,-38.08158,METRO BUS
145.27297,-38.08193,METRO BUS
145.27561,-38.08225,METRO BUS
145.29649,-38.08458,METRO BUS
145.31559,-38.08745,METRO BUS
145.3173,-38.08734,METRO BUS
145.32288,-38.08833,METRO BUS
145.32442,-38.08819,METRO BUS
145.32728,-38.08882,METRO BUS
145.32824,-38.08866,METRO BUS
145.33185,-38.0895,METRO BUS
145.33474,-38.08943,METRO BUS
145.33886,-38.09006,METRO BUS
145.33959,-38.09002,METRO BUS
145.34224,-38.09068,METRO BUS
145.34378,-38.09051,METRO BUS
145.34776,-38.09114,METRO BUS
145.3466,-38.09085,METRO BUS
145.35271,-38.09196,METRO BUS
145.35398,-38.09176,METRO BUS
145.36079,-38.09553,METRO BUS
145.3621,-38.09563,METRO BUS
145.36531,-38.09611,METRO BUS
145.36516,-38.09615,METRO BUS
145.37001,-38.09734,METRO BUS
145.3699,-38.09748,METRO BUS
145.37237,-38.0971,METRO BUS
145.37482,-38.09857,METRO BUS
145.37389,-38.09744,METRO BUS
144.91773,-37.70468,METRO BUS
144.91782,-37.70494,METRO BUS
144.91791,-37.7052,METRO BUS
144.92346,-37.70366,METRO BUS
145.12168,-37.60382,METRO BUS
145.17286,-38.00185,METRO BUS
145.17015,-38.00151,METRO BUS
145.17083,-38.00146,METRO BUS
145.16788,-38.00125,METRO BUS
145.16737,-38.00105,METRO BUS
145.16509,-38.00091,METRO BUS
145.16462,-38.0007,METRO BUS
145.16223,-38.00055,METRO BUS
145.1615,-38.00085,METRO BUS
145.16114,-38.0036,METRO BUS
145.16099,-38.00346,METRO BUS
145.16068,-38.00582,METRO BUS
145.16059,-38.00556,METRO BUS
145.1601,-38.00864,METRO BUS
145.15999,-38.00845,METRO BUS
145.16037,-38.01274,METRO BUS
145.15924,-38.01181,METRO BUS
145.17569,-38.01506,METRO BUS
145.17135,-38.0106,METRO BUS
145.17186,-38.00975,METRO BUS
145.34572,-37.75705,METRO BUS
145.34557,-37.75718,METRO BUS
145.34542,-37.75732,METRO BUS
145.34528,-37.75746,METRO BUS
145.3451,-37.7576,METRO BUS
145.34564,-37.75757,METRO BUS
145.3455,-37.75674,METRO BUS
145.3469,-37.75677,METRO BUS
144.88985,-38.36177,METRO BUS
144.88958,-38.36839,METRO BUS
144.8895,-38.37055,METRO BUS
144.88899,-38.37553,METRO BUS
144.88917,-38.37087,METRO BUS
144.8892,-38.36883,METRO BUS
144.88954,-38.36143,METRO BUS
144.99728,-38.28249,METRO BUS
144.99981,-38.28469,METRO BUS
145.15267,-37.8104,METRO BUS
145.0031,-38.28739,METRO BUS
145.01684,-38.28883,METRO BUS
145.01987,-38.28468,METRO BUS
145.01679,-38.28902,METRO BUS
145.00303,-38.2875,METRO BUS
144.99932,-38.28446,METRO BUS
144.99682,-38.28226,METRO BUS
144.96391,-38.3337,METRO BUS
144.90113,-37.60137,METRO BUS
144.90068,-37.60144,METRO BUS
144.89837,-37.60093,METRO BUS
144.89819,-37.60098,METRO BUS
144.89597,-37.59954,METRO BUS
144.89483,-37.59912,METRO BUS
144.89349,-37.59831,METRO BUS
144.89335,-37.59781,METRO BUS
144.89363,-37.59543,METRO BUS
144.89352,-37.59524,METRO BUS
144.90643,-37.57526,METRO BUS
144.90638,-37.57535,METRO BUS
144.90271,-37.57433,METRO BUS
144.90279,-37.57445,METRO BUS
144.89954,-37.5739,METRO BUS
144.89978,-37.57409,METRO BUS
144.89705,-37.5725,METRO BUS
144.89679,-37.57246,METRO BUS
144.89754,-37.57018,METRO BUS
144.89824,-37.57012,METRO BUS
144.94346,-37.6011,METRO BUS
144.9435,-37.60081,METRO BUS
144.91059,-37.58591,METRO BUS
144.90594,-37.58483,METRO BUS
145.07669,-37.87904,METRO BUS
144.90117,-37.58428,METRO BUS
144.89728,-37.58248,METRO BUS
144.89674,-37.57925,METRO BUS
144.89635,-37.57677,METRO BUS
144.89675,-37.5746,METRO BUS
144.89632,-37.56493,METRO BUS
144.89651,-37.56506,METRO BUS
144.88585,-37.54432,METRO BUS
144.88971,-37.54481,METRO BUS
144.89076,-37.54385,METRO BUS
144.55073,-37.67019,METRO BUS
144.89436,-37.54304,METRO BUS
144.8978,-37.54328,METRO BUS
144.89859,-37.54096,METRO BUS
144.90026,-37.52787,METRO BUS
144.90323,-37.52772,METRO BUS
144.90619,-37.52855,METRO BUS
144.9066,-37.53245,METRO BUS
144.90584,-37.53425,METRO BUS
144.90731,-37.54026,METRO BUS
144.91011,-37.54059,METRO BUS
144.91165,-37.53963,METRO BUS
144.91166,-37.53747,METRO BUS
144.91188,-37.53985,METRO BUS
144.90994,-37.54073,METRO BUS
144.90643,-37.54034,METRO BUS
144.90563,-37.53435,METRO BUS
144.90658,-37.53206,METRO BUS
144.90681,-37.52909,METRO BUS
144.90345,-37.52797,METRO BUS
144.9005,-37.52805,METRO BUS
144.89993,-37.5301,METRO BUS
144.89871,-37.54132,METRO BUS
144.89767,-37.54344,METRO BUS
144.89448,-37.54322,METRO BUS
144.89105,-37.54386,METRO BUS
144.88893,-37.54493,METRO BUS
144.8859,-37.54446,METRO BUS
144.89692,-37.57495,METRO BUS
144.89657,-37.57676,METRO BUS
144.89696,-37.57922,METRO BUS
144.89746,-37.58264,METRO BUS
144.90124,-37.58412,METRO BUS
144.90743,-37.58475,METRO BUS
144.91144,-37.58713,METRO BUS
143.89197,-37.5595,METRO BUS
143.89178,-37.55943,METRO BUS
143.88659,-37.56326,METRO BUS
145.12747,-38.14915,METRO BUS
145.1264,-38.14825,METRO BUS
145.30491,-38.10931,METRO BUS
145.30928,-38.10984,METRO BUS
145.31314,-38.11035,METRO BUS
145.31779,-38.11122,METRO BUS
145.321,-38.11146,METRO BUS
145.32941,-38.1108,METRO BUS
145.33342,-38.11131,METRO BUS
145.33724,-38.11173,METRO BUS
145.33943,-38.11181,METRO BUS
145.34437,-38.11257,METRO BUS
145.34332,-38.11255,METRO BUS
145.3391,-38.11192,METRO BUS
145.33608,-38.11173,METRO BUS
145.32965,-38.11103,METRO BUS
145.32113,-38.1116,METRO BUS
145.317,-38.11113,METRO BUS
145.31427,-38.11058,METRO BUS
145.30897,-38.10993,METRO BUS
145.34694,-38.12095,METRO BUS
145.35189,-38.12158,METRO BUS
144.5979,-37.65645,METRO BUS
145.35802,-38.12231,METRO BUS
145.36116,-38.12271,METRO BUS
145.36585,-38.12328,METRO BUS
145.36972,-38.12379,METRO BUS
145.36968,-38.12393,METRO BUS
145.36399,-38.1234,METRO BUS
145.36078,-38.12286,METRO BUS
145.3562,-38.12242,METRO BUS
145.35068,-38.12158,METRO BUS
145.34763,-38.11232,METRO BUS
145.34657,-38.10951,METRO BUS
145.33338,-38.11144,METRO BUS
145.34562,-38.02997,METRO BUS
145.34341,-38.03342,METRO BUS
145.34304,-38.03368,METRO BUS
145.34305,-38.03528,METRO BUS
145.34276,-38.03515,METRO BUS
145.34546,-38.03827,METRO BUS
145.14229,-37.91634,METRO BUS
145.34554,-38.03816,METRO BUS
145.34423,-38.03908,METRO BUS
145.34452,-38.03945,METRO BUS
145.34464,-38.0396,METRO BUS
145.34476,-38.03976,METRO BUS
145.34431,-38.03966,METRO BUS
145.34416,-38.03945,METRO BUS
145.34391,-38.03911,METRO BUS
145.34378,-38.03896,METRO BUS
145.1459,-37.91681,METRO BUS
145.08425,-37.77935,METRO BUS
145.08361,-37.77926,METRO BUS
145.08303,-37.77881,METRO BUS
145.15238,-37.91764,METRO BUS
145.31027,-38.02096,METRO BUS
145.30974,-38.02101,METRO BUS
145.31314,-38.02482,METRO BUS
145.31314,-38.02399,METRO BUS
145.26491,-38.04824,METRO BUS
145.26441,-38.04851,METRO BUS
145.15726,-37.91821,METRO BUS
145.26385,-38.05323,METRO BUS
145.26377,-38.05188,METRO BUS
145.2626,-38.05956,METRO BUS
145.26275,-38.05682,METRO BUS
145.26138,-38.06444,METRO BUS
145.26126,-38.06398,METRO BUS
145.26052,-38.06753,METRO BUS
145.26021,-38.06998,METRO BUS
145.25999,-38.07011,METRO BUS
145.16125,-37.91875,METRO BUS
145.25877,-38.07741,METRO BUS
145.25875,-38.07635,METRO BUS
145.25821,-38.07913,METRO BUS
145.25834,-38.08064,METRO BUS
145.25533,-38.09541,METRO BUS
145.25464,-38.09784,METRO BUS
145.2548,-38.09805,METRO BUS
145.24975,-38.1074,METRO BUS
145.025,-37.65205,METRO BUS
145.16633,-37.91937,METRO BUS
145.34991,-38.10121,METRO BUS
145.349,-38.10532,METRO BUS
145.1699,-37.91974,METRO BUS
145.34899,-38.10674,METRO BUS
145.18164,-37.92122,METRO BUS
145.18488,-37.92161,METRO BUS
145.0973,-37.85047,METRO BUS
145.0982,-37.85076,METRO BUS
145.09957,-37.85058,METRO BUS
145.10158,-37.85061,METRO BUS
145.10261,-37.85031,METRO BUS
145.10524,-37.85017,METRO BUS
145.10801,-37.84973,METRO BUS
145.18928,-37.92227,METRO BUS
145.16456,-37.80743,METRO BUS
145.19375,-37.92277,METRO BUS
143.78125,-37.54822,METRO BUS
143.77893,-37.5456,METRO BUS
143.77614,-37.54746,METRO BUS
145.20154,-37.92463,METRO BUS
143.77505,-37.54729,METRO BUS
143.77041,-37.54843,METRO BUS
145.20209,-37.92719,METRO BUS
145.38695,-37.72747,METRO BUS
145.38699,-37.72804,METRO BUS
145.38579,-37.72498,METRO BUS
145.53077,-37.66136,METRO BUS
145.53531,-37.66757,METRO BUS
145.0999,-37.82059,METRO BUS
145.10383,-37.82103,METRO BUS
145.1033,-37.82109,METRO BUS
145.16416,-37.80971,METRO BUS
144.94312,-37.60152,METRO BUS
144.943,-37.60167,METRO BUS
144.94355,-37.60204,METRO BUS
144.94318,-37.60139,METRO BUS
145.13085,-37.7678,METRO BUS
145.20501,-37.9328,METRO BUS
144.71241,-37.59486,METRO BUS
144.71208,-37.59462,METRO BUS
144.70751,-37.59249,METRO BUS
144.70769,-37.59247,METRO BUS
144.71605,-37.58535,METRO BUS
144.71587,-37.58547,METRO BUS
144.71945,-37.58571,METRO BUS
144.71935,-37.58584,METRO BUS
144.70785,-37.58556,METRO BUS
144.70789,-37.58601,METRO BUS
145.20502,-37.93428,METRO BUS
144.70709,-37.58901,METRO BUS
144.70717,-37.58987,METRO BUS
144.71301,-37.62853,METRO BUS
144.70697,-37.6257,METRO BUS
144.70674,-37.62535,METRO BUS
144.70244,-37.62634,METRO BUS
144.70291,-37.62605,METRO BUS
144.69945,-37.62573,METRO BUS
144.69965,-37.62566,METRO BUS
144.70007,-37.62167,METRO BUS
145.20184,-37.93617,METRO BUS
144.70024,-37.62192,METRO BUS
144.70384,-37.61377,METRO BUS
144.70403,-37.61363,METRO BUS
144.70147,-37.61521,METRO BUS
144.70136,-37.61472,METRO BUS
144.71297,-37.62841,METRO BUS
144.70046,-37.61873,METRO BUS
144.70091,-37.61865,METRO BUS
145.19963,-37.93712,METRO BUS
144.77269,-37.7776,METRO BUS
144.77248,-37.77754,METRO BUS
144.77218,-37.77778,METRO BUS
144.77239,-37.77783,METRO BUS
144.69497,-37.83267,METRO BUS
145.20189,-37.93831,METRO BUS
144.69472,-37.83241,METRO BUS
144.69497,-37.83245,METRO BUS
144.69522,-37.83248,METRO BUS
144.69547,-37.83251,METRO BUS
144.31869,-38.31533,METRO BUS
144.34172,-38.19812,METRO BUS
144.35367,-38.23208,METRO BUS
144.35439,-38.23158,METRO BUS
144.3551,-38.22792,METRO BUS
145.20428,-37.93852,METRO BUS
144.35533,-38.2276,METRO BUS
144.35584,-38.22421,METRO BUS
144.356,-38.2242,METRO BUS
144.35323,-38.22145,METRO BUS
144.35305,-38.22126,METRO BUS
144.35713,-38.21673,METRO BUS
144.35736,-38.21697,METRO BUS
144.36029,-38.21352,METRO BUS
144.3645,-38.21402,METRO BUS
144.3634,-38.21404,METRO BUS
145.21031,-37.94144,METRO BUS
144.36779,-38.21457,METRO BUS
144.36573,-38.22995,METRO BUS
144.36395,-38.23213,METRO BUS
144.36728,-38.23296,METRO BUS
144.35794,-38.21409,METRO BUS
144.33688,-38.22972,METRO BUS
144.35057,-38.23148,METRO BUS
144.34953,-38.23152,METRO BUS
145.20975,-37.94433,METRO BUS
144.32573,-38.30099,METRO BUS
144.32552,-38.30106,METRO BUS
144.33395,-38.30196,METRO BUS
144.33319,-38.302,METRO BUS
145.20857,-37.95046,METRO BUS
144.34077,-38.30371,METRO BUS
144.34045,-38.30399,METRO BUS
144.33986,-38.30838,METRO BUS
144.33964,-38.30815,METRO BUS
144.33776,-38.31841,METRO BUS
145.20894,-37.95355,METRO BUS
144.32956,-38.31371,METRO BUS
144.32941,-38.31366,METRO BUS
144.32348,-38.33812,METRO BUS
144.31698,-38.326,METRO BUS
144.31621,-38.32578,METRO BUS
145.21407,-37.95416,METRO BUS
144.31182,-38.32155,METRO BUS
144.31328,-38.32159,METRO BUS
144.31713,-38.32217,METRO BUS
144.3173,-38.32204,METRO BUS
145.21754,-37.95604,METRO BUS
144.32921,-38.32357,METRO BUS
144.32502,-38.32294,METRO BUS
144.32496,-38.32306,METRO BUS
144.31832,-38.33787,METRO BUS
144.32917,-38.32342,METRO BUS
145.22108,-37.95778,METRO BUS
145.22272,-37.95938,METRO BUS
144.41608,-37.68822,METRO BUS
144.41645,-37.68795,METRO BUS
144.41299,-37.68827,METRO BUS
144.4111,-37.68676,METRO BUS
144.41485,-37.69269,METRO BUS
144.40766,-37.6873,METRO BUS
144.40344,-37.68744,METRO BUS
145.21611,-37.96042,METRO BUS
144.40288,-37.69107,METRO BUS
144.40707,-37.69038,METRO BUS
144.41085,-37.6894,METRO BUS
144.4325,-37.65993,METRO BUS
144.43263,-37.66001,METRO BUS
144.43346,-37.65806,METRO BUS
144.43336,-37.65827,METRO BUS
144.43699,-37.6582,METRO BUS
144.43717,-37.65833,METRO BUS
145.21536,-37.96167,METRO BUS
144.35575,-38.19787,METRO BUS
144.35559,-38.19804,METRO BUS
144.35542,-38.19823,METRO BUS
144.35526,-38.19839,METRO BUS
145.21377,-37.96448,METRO BUS
144.9619,-37.80012,METRO BUS
144.96299,-37.80024,METRO BUS
144.96223,-37.80016,METRO BUS
144.96007,-37.80005,METRO BUS
144.9604,-37.80008,METRO BUS
144.96071,-37.80011,METRO BUS
144.95643,-37.79965,METRO BUS
145.26291,-38.07948,METRO BUS
145.26275,-38.07928,METRO BUS
145.26261,-38.07909,METRO BUS
145.21602,-37.96499,METRO BUS
144.94171,-37.80152,METRO BUS
144.94188,-37.80129,METRO BUS
144.97314,-37.83325,METRO BUS
144.97266,-37.83361,METRO BUS
144.97364,-37.83293,METRO BUS
144.97411,-37.83311,METRO BUS
144.97656,-37.83935,METRO BUS
145.21757,-37.96707,METRO BUS
144.97661,-37.83877,METRO BUS
144.98278,-37.8341,METRO BUS
144.98088,-37.83398,METRO BUS
144.98356,-37.84536,METRO BUS
145.00718,-37.82809,METRO BUS
145.01181,-37.83487,METRO BUS
145.21737,-37.9692,METRO BUS
145.00455,-37.84085,METRO BUS
145.00468,-37.84117,METRO BUS
145.00376,-37.84469,METRO BUS
145.00405,-37.84438,METRO BUS
145.21724,-37.97104,METRO BUS
144.99929,-37.88411,METRO BUS
144.99909,-37.88566,METRO BUS
145.28101,-37.79518,METRO BUS
145.28085,-37.79528,METRO BUS
145.28056,-37.79547,METRO BUS
145.2801,-37.79566,METRO BUS
145.27981,-37.7959,METRO BUS
145.27961,-37.79602,METRO BUS
145.21662,-37.97422,METRO BUS
145.27945,-37.79609,METRO BUS
145.28075,-37.79556,METRO BUS
145.28056,-37.79566,METRO BUS
145.28017,-37.79589,METRO BUS
145.27989,-37.79604,METRO BUS
145.27971,-37.79614,METRO BUS
145.21599,-37.97748,METRO BUS
145.21566,-37.97937,METRO BUS
145.21525,-37.98158,METRO BUS
145.21472,-37.9843,METRO BUS
145.11606,-38.15929,METRO BUS
145.12035,-37.98742,METRO BUS
145.48601,-38.0801,METRO BUS
145.48581,-38.08008,METRO BUS
145.12108,-37.98373,METRO BUS
145.48587,-38.08021,METRO BUS
145.48569,-38.08018,METRO BUS
145.48553,-38.08014,METRO BUS
145.25343,-38.10936,METRO BUS
145.25267,-38.11038,METRO BUS
145.25171,-38.10955,METRO BUS
144.57391,-37.70963,METRO BUS
144.5737,-37.70955,METRO BUS
145.12158,-37.9812,METRO BUS
144.57249,-37.71715,METRO BUS
144.5723,-37.71702,METRO BUS
144.57277,-37.72275,METRO BUS
144.57286,-37.7239,METRO BUS
144.576,-37.73102,METRO BUS
144.57533,-37.73029,METRO BUS
144.57636,-37.73725,METRO BUS
144.57656,-37.7373,METRO BUS
145.12201,-37.9789,METRO BUS
144.54787,-37.78015,METRO BUS
144.54766,-37.78017,METRO BUS
144.54854,-37.78424,METRO BUS
144.54843,-37.7842,METRO BUS
144.54961,-37.79033,METRO BUS
144.54928,-37.79022,METRO BUS
144.55218,-37.79262,METRO BUS
145.12248,-37.9766,METRO BUS
144.55189,-37.79264,METRO BUS
144.55907,-37.79258,METRO BUS
144.55909,-37.79241,METRO BUS
144.56768,-37.79139,METRO BUS
145.12296,-37.97621,METRO BUS
144.56734,-37.79105,METRO BUS
144.57102,-37.79013,METRO BUS
145.12612,-37.97921,METRO BUS
145.19779,-38.10255,METRO BUS
145.21618,-38.10508,METRO BUS
145.21626,-38.1048,METRO BUS
145.12839,-37.98104,METRO BUS
145.10679,-37.70341,METRO BUS
145.10671,-37.70347,METRO BUS
145.10663,-37.70351,METRO BUS
145.10653,-37.70356,METRO BUS
145.10646,-37.70361,METRO BUS
145.1308,-37.98253,METRO BUS
144.97789,-37.54338,METRO BUS
144.9921,-37.5399,METRO BUS
144.99394,-37.53727,METRO BUS
144.99712,-37.53765,METRO BUS
144.99217,-37.5405,METRO BUS
145.00926,-37.54533,METRO BUS
145.13264,-37.98371,METRO BUS
145.38669,-38.10308,METRO BUS
145.3867,-38.10316,METRO BUS
145.39461,-38.10307,METRO BUS
145.13509,-37.9852,METRO BUS
145.13667,-37.98616,METRO BUS
145.13959,-37.98792,METRO BUS
145.14522,-37.98856,METRO BUS
145.42706,-38.08493,METRO BUS
145.43071,-38.08426,METRO BUS
145.43067,-38.08443,METRO BUS
145.43466,-38.07556,METRO BUS
145.43507,-38.07547,METRO BUS
145.44121,-38.07008,METRO BUS
145.44177,-38.06965,METRO BUS
145.44199,-38.06716,METRO BUS
145.44207,-38.067,METRO BUS
145.14555,-37.98644,METRO BUS
145.44332,-38.06407,METRO BUS
145.44289,-38.06452,METRO BUS
145.44645,-38.06298,METRO BUS
145.46995,-38.06375,METRO BUS
145.46986,-38.06364,METRO BUS
145.47794,-38.06701,METRO BUS
145.47778,-38.06707,METRO BUS
145.47539,-38.07028,METRO BUS
145.14654,-37.9813,METRO BUS
145.32954,-38.10388,METRO BUS
145.33135,-38.10379,METRO BUS
145.33335,-38.10418,METRO BUS
145.33678,-38.10448,METRO BUS
145.33909,-38.10498,METRO BUS
145.3405,-38.1049,METRO BUS
145.34433,-38.10558,METRO BUS
145.14688,-37.97943,METRO BUS
145.34549,-38.10545,METRO BUS
145.34823,-38.106,METRO BUS
145.34984,-38.10593,METRO BUS
145.3535,-38.10651,METRO BUS
145.35381,-38.1064,METRO BUS
145.35806,-38.10709,METRO BUS
145.35941,-38.10701,METRO BUS
145.36493,-38.10774,METRO BUS
145.36534,-38.10672,METRO BUS
145.36141,-38.10102,METRO BUS
145.14766,-37.97572,METRO BUS
145.36201,-38.10016,METRO BUS
145.36738,-38.10086,METRO BUS
145.36607,-38.1006,METRO BUS
145.37201,-38.1014,METRO BUS
145.37157,-38.10124,METRO BUS
145.37692,-38.10275,METRO BUS
145.37695,-38.10267,METRO BUS
145.38276,-38.10458,METRO BUS
145.38127,-38.10428,METRO BUS
145.38955,-38.10245,METRO BUS
145.14844,-37.97188,METRO BUS
145.38997,-38.10238,METRO BUS
145.3013,-38.09947,METRO BUS
145.30128,-38.09964,METRO BUS
144.72843,-37.56713,METRO BUS
145.1026,-37.7722,METRO BUS
145.35709,-38.05716,METRO BUS
145.35747,-38.05714,METRO BUS
145.35712,-38.06038,METRO BUS
145.35732,-38.0607,METRO BUS
145.36411,-38.0632,METRO BUS
145.36157,-38.06275,METRO BUS
145.36712,-38.07408,METRO BUS
145.36645,-38.07493,METRO BUS
145.36347,-38.0772,METRO BUS
145.17957,-37.88706,METRO BUS
145.36283,-38.08238,METRO BUS
145.36153,-38.08646,METRO BUS
145.36177,-38.08749,METRO BUS
145.36095,-38.0894,METRO BUS
145.36137,-38.08972,METRO BUS
145.36044,-38.09206,METRO BUS
145.36054,-38.09361,METRO BUS
145.3599,-38.09498,METRO BUS
145.36019,-38.09631,METRO BUS
145.36049,-38.09995,METRO BUS
145.36007,-38.10085,METRO BUS
145.35749,-38.10122,METRO BUS
145.35635,-38.10131,METRO BUS
145.35068,-38.10056,METRO BUS
145.34832,-38.1099,METRO BUS
145.34806,-38.1101,METRO BUS
145.34782,-38.11233,METRO BUS
145.34678,-38.11673,METRO BUS
145.347,-38.11666,METRO BUS
145.34602,-38.12037,METRO BUS
145.10509,-37.77255,METRO BUS
145.34607,-38.12167,METRO BUS
145.34486,-38.12622,METRO BUS
145.34424,-38.12667,METRO BUS
145.34017,-38.12554,METRO BUS
145.33994,-38.12555,METRO BUS
145.33567,-38.12482,METRO BUS
145.33625,-38.125,METRO BUS
145.33224,-38.12353,METRO BUS
145.36127,-38.063,METRO BUS
144.88153,-37.63566,METRO BUS
144.88135,-37.63386,METRO BUS
144.88212,-37.62973,METRO BUS
144.88261,-37.62928,METRO BUS
144.8931,-37.59173,METRO BUS
144.89457,-37.59119,METRO BUS
144.89533,-37.58818,METRO BUS
144.89524,-37.58876,METRO BUS
144.89712,-37.58352,METRO BUS
144.8973,-37.58381,METRO BUS
144.87868,-37.62817,METRO BUS
144.8785,-37.62378,METRO BUS
144.8877,-37.61803,METRO BUS
144.88778,-37.61824,METRO BUS
144.88687,-37.61436,METRO BUS
145.16478,-37.81174,METRO BUS
145.34403,-38.04112,METRO BUS
145.34418,-38.04096,METRO BUS
145.34545,-38.0449,METRO BUS
145.34573,-38.04496,METRO BUS
145.35022,-38.04821,METRO BUS
145.35042,-38.04806,METRO BUS
145.35605,-38.05004,METRO BUS
145.35705,-38.05024,METRO BUS
145.38813,-38.05625,METRO BUS
145.38561,-38.05544,METRO BUS
145.39756,-38.06753,METRO BUS
145.39775,-38.06737,METRO BUS
145.40677,-38.06917,METRO BUS
145.40849,-38.06926,METRO BUS
145.41329,-38.06986,METRO BUS
145.41357,-38.0697,METRO BUS
145.4259,-38.07361,METRO BUS
145.42615,-38.0735,METRO BUS
145.4343,-38.07472,METRO BUS
145.1534,-37.94992,METRO BUS
145.43614,-38.07479,METRO BUS
145.38883,-38.05897,METRO BUS
145.38903,-38.05919,METRO BUS
145.15565,-37.9516,METRO BUS
144.70875,-37.8352,METRO BUS
144.70951,-37.82961,METRO BUS
144.70979,-37.82974,METRO BUS
144.71007,-37.82551,METRO BUS
144.71024,-37.8265,METRO BUS
144.71072,-37.82113,METRO BUS
144.71075,-37.82259,METRO BUS
144.71194,-37.81718,METRO BUS
145.15801,-37.95423,METRO BUS
144.71151,-37.81765,METRO BUS
144.71566,-37.81833,METRO BUS
144.71492,-37.81829,METRO BUS
144.7205,-37.81874,METRO BUS
144.72019,-37.81882,METRO BUS
145.13253,-37.76548,METRO BUS
145.15704,-37.95933,METRO BUS
144.73836,-37.82398,METRO BUS
144.73691,-37.82404,METRO BUS
144.74498,-37.82454,METRO BUS
144.74344,-37.82458,METRO BUS
144.74887,-37.82566,METRO BUS
144.74841,-37.82588,METRO BUS
144.74791,-37.83297,METRO BUS
144.74768,-37.83145,METRO BUS
144.74721,-37.8386,METRO BUS
145.15647,-37.96231,METRO BUS
144.74674,-37.8386,METRO BUS
144.75685,-37.84,METRO BUS
144.75687,-37.84033,METRO BUS
144.76079,-37.84027,METRO BUS
144.76322,-37.84086,METRO BUS
144.77192,-37.84199,METRO BUS
144.76986,-37.84191,METRO BUS
144.77782,-37.84312,METRO BUS
144.78105,-37.84409,METRO BUS
144.77099,-37.8636,METRO BUS
145.15932,-37.96333,METRO BUS
145.16244,-37.96374,METRO BUS
144.61415,-37.91302,METRO BUS
144.61189,-37.91297,METRO BUS
144.61179,-37.91279,METRO BUS
144.61154,-37.9148,METRO BUS
145.16612,-37.96418,METRO BUS
144.61078,-37.9156,METRO BUS
144.60637,-37.91488,METRO BUS
144.60454,-37.91408,METRO BUS
144.60467,-37.91143,METRO BUS
144.60473,-37.91016,METRO BUS
144.60519,-37.90787,METRO BUS
144.60551,-37.90744,METRO BUS
144.60562,-37.90529,METRO BUS
144.60592,-37.90532,METRO BUS
144.60496,-37.9022,METRO BUS
144.59509,-37.65702,METRO BUS
144.60522,-37.90212,METRO BUS
144.59808,-37.89823,METRO BUS
144.59672,-37.89792,METRO BUS
144.58922,-37.89707,METRO BUS
144.58794,-37.89618,METRO BUS
144.58885,-37.89314,METRO BUS
145.1722,-37.96494,METRO BUS
144.58881,-37.89165,METRO BUS
144.58981,-37.88818,METRO BUS
144.59157,-37.88734,METRO BUS
144.59531,-37.88717,METRO BUS
