venue_category_group,Latitude,Longitude,metro_regional_label,sa2_code_2021,nearest_stop_distance_m,distance_band,distance_band_order,access_class,late_night_flag
On-premises,-37.75008,144.8616,Metro,210011534,122.0,0-200m,1,high_access_0_400m,False
On-premises,-37.81197,145.07563,Metro,207011147,26.4,0-200m,1,high_access_0_400m,False
On-premises,-36.13869,146.91115,Regional,204031491,1054.2,800m+,4,low_access_800m_plus,False
Restaurant and cafe,-38.3686,145.70685,Regional,205031089,47.1,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-38.4178,145.0394,Metro,214021378,1359.4,800m+,4,low_access_800m_plus,False
On-premises,-37.84914,144.99355,Metro,206061136,14.9,0-200m,1,high_access_0_400m,True
On-premises,-37.81883,144.94803,Metro,206041118,244.6,200-400m,2,high_access_0_400m,True
On-premises,-37.82628,145.00729,Metro,206071517,63.7,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-38.30724,145.19403,Metro,214021379,206.4,200-400m,2,high_access_0_400m,False
Restaurant and cafe,-36.12246,146.88649,Regional,204031492,230.2,200-400m,2,high_access_0_400m,False
Restaurant and cafe,-37.79919,144.98491,Metro,206071141,41.2,0-200m,1,high_access_0_400m,False
On-premises,-36.74193,145.57307,Regional,204011055,1143.6,800m+,4,low_access_800m_plus,False
Restaurant and cafe,-38.53993,143.97503,Regional,203031049,386.8,200-400m,2,high_access_0_400m,True
On-premises,-37.98583,145.0349,Metro,208011168,211.4,200-400m,2,high_access_0_400m,False
Restaurant and cafe,-37.76909,145.04173,Metro,209011200,189.3,0-200m,1,high_access_0_400m,True
On-premises,-37.77626,144.97121,Metro,206011106,88.3,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-38.33183,144.96707,Metro,214021377,50.2,0-200m,1,high_access_0_400m,False
On-premises,-37.81982,144.93867,Metro,206041118,400.2,400-800m,3,moderate_access_400_800m,True
On-premises,-37.85343,144.99286,Metro,206061136,80.8,0-200m,1,high_access_0_400m,True
On-premises,-37.86998,144.9809,Metro,206051513,82.9,0-200m,1,high_access_0_400m,True
On-premises,-37.8024,145.00337,Metro,206071139,297.6,200-400m,2,high_access_0_400m,False
Restaurant and cafe,-37.87608,145.05039,Metro,208041195,64.9,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.29088,144.95048,Regional,204011056,147.7,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.79706,145.28062,Metro,211031450,62.9,0-200m,1,high_access_0_400m,False
On-premises,-37.83022,145.05071,Metro,207011152,96.1,0-200m,1,high_access_0_400m,False
On-premises,-37.79959,144.89671,Metro,213031348,170.7,0-200m,1,high_access_0_400m,False
On-premises,-37.75519,145.00093,Metro,206021112,102.2,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.80374,145.08334,Metro,207011147,46.7,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.60975,145.41524,Metro,211051276,6568.2,800m+,4,low_access_800m_plus,False
Restaurant and cafe,-37.81216,144.97103,Metro,206041503,162.6,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-38.19829,144.31808,Regional,203021487,150.7,0-200m,1,high_access_0_400m,False
On-premises,-38.45627,145.19881,Regional,205031091,284.9,200-400m,2,high_access_0_400m,False
Restaurant and cafe,-37.84269,144.88412,Metro,213021344,53.6,0-200m,1,high_access_0_400m,False
On-premises,-37.80477,144.98817,Metro,206071141,448.4,400-800m,3,moderate_access_400_800m,False
Restaurant and cafe,-37.78291,144.97735,Metro,206071140,36.6,0-200m,1,high_access_0_400m,True
On-premises,-37.74308,144.80045,Metro,213011334,74.8,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-38.22137,145.03959,Metro,214021592,87.1,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.82431,144.95685,Metro,206041508,118.4,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.88992,145.06803,Metro,208021181,36.3,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.8315,144.95708,Metro,206051512,111.8,0-200m,1,high_access_0_400m,False
On-premises,-37.75333,145.68986,Metro,211051286,14.6,0-200m,1,high_access_0_400m,False
On-premises,-36.35958,146.68654,Regional,204031068,66.0,0-200m,1,high_access_0_400m,False
On-premises,-36.35958,146.68654,Regional,204031068,66.0,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-36.3818,145.403,Regional,216031594,211.3,200-400m,2,high_access_0_400m,False
On-premises,-38.32339,144.33009,Regional,203031053,101.7,0-200m,1,high_access_0_400m,True
On-premises,-37.8117,144.96349,Metro,206041504,80.2,0-200m,1,high_access_0_400m,True
On-premises,-37.79893,144.96771,Metro,206041117,41.6,0-200m,1,high_access_0_400m,False
On-premises,-37.7977,144.96869,Metro,206041117,97.3,0-200m,1,high_access_0_400m,False
On-premises,-38.35581,143.5834,Regional,217031472,186.3,0-200m,1,high_access_0_400m,False
On-premises,-37.88434,145.00218,Metro,208021179,22.0,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.7996,144.95436,Metro,206041506,61.5,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.86725,144.9806,Metro,206051514,60.1,0-200m,1,high_access_0_400m,True
On-premises,-37.14591,146.44088,Regional,204011057,34381.0,800m+,4,low_access_800m_plus,True
Restaurant and cafe,-37.90299,144.99321,Metro,208011169,97.7,0-200m,1,high_access_0_400m,False
On-premises,-37.8141,144.96131,Metro,206041505,101.4,0-200m,1,high_access_0_400m,True
On-premises,-37.85002,144.99344,Metro,206061136,131.4,0-200m,1,high_access_0_400m,True
On-premises,-37.69523,145.34575,Metro,211051278,5511.7,800m+,4,low_access_800m_plus,False
Restaurant and cafe,-37.38489,144.55833,Regional,202021031,5067.2,800m+,4,low_access_800m_plus,False
On-premises,-37.59157,144.90473,Metro,210051543,225.3,200-400m,2,high_access_0_400m,False
Restaurant and cafe,-38.35443,144.9105,Metro,214021384,113.0,0-200m,1,high_access_0_400m,False
On-premises,-37.35598,144.5275,Regional,202021031,103.8,0-200m,1,high_access_0_400m,False
On-premises,-37.81036,144.96553,Metro,206041504,137.1,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-36.68651,146.89859,Regional,204031069,2372.3,800m+,4,low_access_800m_plus,False
Restaurant and cafe,-36.68651,146.89859,Regional,204031069,2372.3,800m+,4,low_access_800m_plus,False
Restaurant and cafe,-37.94926,145.15074,Metro,212041317,234.7,200-400m,2,high_access_0_400m,False
On-premises,-37.81382,144.96184,Metro,206041505,114.9,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.85567,144.99325,Metro,206061136,93.3,0-200m,1,high_access_0_400m,False
On-premises,-37.89255,147.85297,Regional,205021084,9930.6,800m+,4,low_access_800m_plus,False
On-premises,-37.85721,144.99218,Metro,206061136,39.9,0-200m,1,high_access_0_400m,True
On-premises,-38.22483,145.17492,Metro,214021385,133.1,0-200m,1,high_access_0_400m,False
On-premises,-37.81807,144.94661,Metro,206041118,53.3,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.8255,144.99774,Metro,206071517,15.7,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.81328,145.0835,Metro,207011147,33.9,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.84543,144.95885,Metro,206051128,23.9,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.7997,144.97802,Metro,206071142,104.5,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.82192,144.93102,Metro,206051511,98.0,0-200m,1,high_access_0_400m,True
On-premises,-37.69682,144.59882,Regional,213041572,1139.3,800m+,4,low_access_800m_plus,True
On-premises,-37.81623,144.96829,Metro,206041503,117.7,0-200m,1,high_access_0_400m,True
On-premises,-38.27131,144.62377,Regional,203031052,272.2,200-400m,2,high_access_0_400m,False
Restaurant and cafe,-37.8174,144.96433,Metro,206041505,65.9,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.94835,145.15113,Metro,212041317,183.3,0-200m,1,high_access_0_400m,False
On-premises,-37.93798,145.23155,Metro,211011258,141.9,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-38.40759,145.02612,Metro,214021378,3036.1,800m+,4,low_access_800m_plus,False
On-premises,-37.81986,144.96203,Metro,206041505,99.6,0-200m,1,high_access_0_400m,True
On-premises,-37.96098,145.03865,Metro,208011171,439.4,400-800m,3,moderate_access_400_800m,True
Restaurant and cafe,-37.81822,144.96138,Metro,206041505,72.5,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.81676,144.96911,Metro,206041503,131.9,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-38.33182,144.3262,Regional,203031053,309.5,200-400m,2,high_access_0_400m,True
On-premises,-37.78932,144.99015,Metro,206071145,55.5,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.70224,144.80006,Metro,213011340,88.1,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.91081,145.03769,Metro,208021174,87.2,0-200m,1,high_access_0_400m,False
On-premises,-37.85455,144.99247,Metro,206061136,75.1,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.87072,144.98031,Metro,206051514,23.8,0-200m,1,high_access_0_400m,True
On-premises,-38.13969,144.34786,Regional,203021040,99.9,0-200m,1,high_access_0_400m,False
On-premises,-37.81725,144.9639,Metro,206041505,116.3,0-200m,1,high_access_0_400m,False
On-premises,-38.00218,145.09818,Metro,208031193,62.5,0-200m,1,high_access_0_400m,False
On-premises,-37.89285,147.85364,Regional,205021084,9970.5,800m+,4,low_access_800m_plus,False
Restaurant and cafe,-37.82431,144.95685,Metro,206041508,118.4,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.88523,145.00685,Metro,208021179,75.7,0-200m,1,high_access_0_400m,False
On-premises,-38.42816,145.61181,Regional,205031093,9265.4,800m+,4,low_access_800m_plus,False
On-premises,-38.42816,145.61181,Regional,205031093,9265.4,800m+,4,low_access_800m_plus,False
Restaurant and cafe,-36.38004,145.39985,Regional,216031416,51.2,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-36.38004,145.39985,Regional,216031416,51.2,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-38.37308,145.12763,Metro,214021379,175.6,0-200m,1,high_access_0_400m,False
On-premises,-37.74521,144.8009,Metro,213011335,37.2,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.81542,144.97182,Metro,206041503,178.6,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.73823,144.89422,Metro,206031501,34.5,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.73698,144.89201,Metro,210011230,51.5,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.73698,144.89201,Metro,210011230,51.5,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.75524,145.00093,Metro,206021112,108.9,0-200m,1,high_access_0_400m,False
On-premises,-37.88115,145.16323,Metro,212051322,166.7,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.76001,145.08416,Metro,207021156,267.7,200-400m,2,high_access_0_400m,False
On-premises,-38.05151,145.11531,Metro,208031186,117.6,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.87425,145.14829,Metro,212051322,221.8,200-400m,2,high_access_0_400m,False
Restaurant and cafe,-36.12409,144.74668,Regional,216011406,365.2,200-400m,2,high_access_0_400m,True
Restaurant and cafe,-37.85216,144.99348,Metro,206061136,30.6,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.24455,144.45079,Regional,202021030,215.8,200-400m,2,high_access_0_400m,False
On-premises,-38.03132,145.34396,Metro,212021293,126.8,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.97205,145.14946,Metro,212041318,115.6,0-200m,1,high_access_0_400m,False
On-premises,-37.96966,145.01223,Metro,208011173,572.4,400-800m,3,moderate_access_400_800m,False
Restaurant and cafe,-37.86806,144.83024,Metro,213021341,35.7,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-36.73031,146.95231,Regional,204031069,944.2,800m+,4,low_access_800m_plus,False
Restaurant and cafe,-36.73031,146.95231,Regional,204031069,944.2,800m+,4,low_access_800m_plus,False
Restaurant and cafe,-37.81383,144.95615,Metro,206041505,97.1,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-38.03888,145.18984,Metro,212041564,335.1,200-400m,2,high_access_0_400m,False
On-premises,-36.8644,147.27891,Regional,204031069,21936.5,800m+,4,low_access_800m_plus,False
On-premises,-36.8644,147.27891,Regional,204031069,21936.5,800m+,4,low_access_800m_plus,False
On-premises,-37.65035,145.07804,Metro,209041220,376.8,200-400m,2,high_access_0_400m,False
On-premises,-37.79972,144.90035,Metro,213031348,65.6,0-200m,1,high_access_0_400m,False
On-premises,-37.78369,144.83197,Metro,213011336,159.5,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-38.33995,143.58584,Regional,217031472,168.6,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.85349,144.99285,Metro,206061136,73.5,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.81383,144.95615,Metro,206041505,97.1,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.81784,144.95761,Metro,206041505,173.3,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-36.44028,145.22737,Regional,216031419,230.5,200-400m,2,high_access_0_400m,False
Restaurant and cafe,-36.44028,145.22737,Regional,216031419,230.5,200-400m,2,high_access_0_400m,False
On-premises,-38.15198,144.35886,Regional,203021039,51.4,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.89923,145.09026,Metro,212051326,90.9,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-38.01752,145.30407,Metro,212021456,282.5,200-400m,2,high_access_0_400m,True
Restaurant and cafe,-37.81281,144.96738,Metro,206041503,108.1,0-200m,1,high_access_0_400m,False
On-premises,-37.75118,144.83362,Metro,213011337,529.9,400-800m,3,moderate_access_400_800m,True
Restaurant and cafe,-37.7365,144.91908,Metro,210011231,257.6,200-400m,2,high_access_0_400m,False
On-premises,-37.92136,145.1991,Metro,212051327,93.1,0-200m,1,high_access_0_400m,False
On-premises,-37.81275,144.9614,Metro,206041505,54.8,0-200m,1,high_access_0_400m,True
On-premises,-37.84494,145.29945,Metro,211011446,79.6,0-200m,1,high_access_0_400m,False
On-premises,-37.55814,149.75786,Regional,205021085,81.2,0-200m,1,high_access_0_400m,False
On-premises,-37.55814,149.75786,Regional,205021085,81.2,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.77415,144.9274,Metro,206031113,168.0,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.77415,144.9274,Metro,206031113,168.0,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-38.19764,146.5382,Regional,205041493,83.5,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.15185,142.85394,Regional,215011392,73.9,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.15185,142.85394,Regional,215011392,73.9,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.80569,144.98331,Metro,206071141,80.9,0-200m,1,high_access_0_400m,True
On-premises,-34.18351,142.16197,Regional,215021469,182.4,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.80654,145.03197,Metro,207011521,60.1,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.9809,145.06313,Metro,208031190,166.2,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.74023,144.9689,Metro,206011497,224.2,200-400m,2,high_access_0_400m,True
Restaurant and cafe,-37.74023,144.9689,Metro,206011497,224.2,200-400m,2,high_access_0_400m,True
On-premises,-37.81934,145.15334,Metro,207031161,124.8,0-200m,1,high_access_0_400m,True
On-premises,-37.65035,145.07804,Metro,209041220,376.8,200-400m,2,high_access_0_400m,False
Restaurant and cafe,-37.02219,145.11466,Regional,204011059,1280.2,800m+,4,low_access_800m_plus,False
Restaurant and cafe,-37.81323,144.96594,Metro,206041503,36.0,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.77176,145.29472,Metro,211031451,55.6,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.77176,145.29472,Metro,211031451,55.6,0-200m,1,high_access_0_400m,False
On-premises,-37.80457,144.94961,Metro,206041506,62.0,0-200m,1,high_access_0_400m,True
On-premises,-38.16642,144.36698,Regional,203021039,599.0,400-800m,3,moderate_access_400_800m,False
On-premises,-37.80447,144.9506,Metro,206041506,156.1,0-200m,1,high_access_0_400m,False
On-premises,-37.81186,144.96032,Metro,206041504,114.7,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.80249,144.94944,Metro,206041506,70.2,0-200m,1,high_access_0_400m,False
On-premises,-38.22146,145.03862,Metro,214021592,170.2,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.82243,144.99851,Metro,206071517,83.1,0-200m,1,high_access_0_400m,True
On-premises,-38.54056,143.97497,Regional,203031049,331.5,200-400m,2,high_access_0_400m,True
On-premises,-37.73603,145.01261,Metro,209021428,115.3,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-38.16762,144.31948,Regional,203021042,54.0,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.87762,145.12844,Metro,212051324,184.0,0-200m,1,high_access_0_400m,False
On-premises,-38.35631,144.90597,Metro,214021384,188.3,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.78437,144.83184,Metro,213011336,132.7,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.83666,144.99646,Metro,206061515,50.7,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.88166,145.16314,Metro,212051322,238.6,200-400m,2,high_access_0_400m,False
Restaurant and cafe,-37.785,144.89213,Metro,213031349,22.1,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.87637,145.04151,Metro,208021177,18.9,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.87601,145.04977,Metro,208041195,134.2,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.77596,144.97052,Metro,206011496,64.9,0-200m,1,high_access_0_400m,True
On-premises,-37.78709,145.12599,Metro,207021157,21.1,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.77548,145.16466,Metro,207021424,108.4,0-200m,1,high_access_0_400m,False
On-premises,-37.83533,144.96192,Metro,206051512,15.2,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.81954,144.94406,Metro,206041118,286.4,200-400m,2,high_access_0_400m,False
On-premises,-38.33348,143.58987,Regional,217031472,44.7,0-200m,1,high_access_0_400m,False
On-premises,-37.76942,144.97191,Metro,206011496,39.6,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.73849,145.00371,Metro,209021428,35.6,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.81636,144.97046,Metro,206041503,43.9,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.81225,144.93781,Metro,206041118,311.7,200-400m,2,high_access_0_400m,True
Restaurant and cafe,-37.91069,145.03656,Metro,208021174,98.6,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-36.31336,145.04579,Regional,216011407,239.0,200-400m,2,high_access_0_400m,True
Restaurant and cafe,-36.31336,145.04579,Regional,216011407,239.0,200-400m,2,high_access_0_400m,True
On-premises,-37.85513,144.99217,Metro,206061136,118.5,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.81188,144.9694,Metro,206041503,86.2,0-200m,1,high_access_0_400m,False
On-premises,-38.07904,145.4839,Metro,212011551,239.2,200-400m,2,high_access_0_400m,False
Restaurant and cafe,-37.76617,144.91976,Metro,206031116,43.5,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.81537,144.97119,Metro,206041503,152.9,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.84158,144.93895,Metro,206051130,265.8,200-400m,2,high_access_0_400m,False
On-premises,-37.88161,145.16519,Metro,212051322,89.0,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.80377,144.89208,Metro,213031350,21.0,0-200m,1,high_access_0_400m,False
On-premises,-37.36,144.13726,Regional,201021011,372.0,200-400m,2,high_access_0_400m,False
Restaurant and cafe,-37.80909,144.96207,Metro,206041504,97.9,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.76446,144.97315,Metro,206011106,24.8,0-200m,1,high_access_0_400m,False
On-premises,-37.8516,144.99311,Metro,206061136,24.2,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.82388,145.08159,Metro,207011155,18.1,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.80139,144.96559,Metro,206041117,135.4,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.87903,145.16282,Metro,212051322,44.4,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.82299,145.03729,Metro,207011520,167.5,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.81899,145.12385,Metro,207031163,105.8,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.88064,145.16401,Metro,212051322,135.0,0-200m,1,high_access_0_400m,False
On-premises,-38.33746,144.32098,Regional,203031053,86.3,0-200m,1,high_access_0_400m,True
On-premises,-38.33746,144.32098,Regional,203031053,86.3,0-200m,1,high_access_0_400m,True
On-premises,-37.82325,145.04508,Metro,207011152,98.7,0-200m,1,high_access_0_400m,False
On-premises,-37.81118,144.96008,Metro,206041504,112.5,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.9791,145.32103,Metro,212021299,860.1,800m+,4,low_access_800m_plus,False
On-premises,-37.81541,144.96958,Metro,206041503,178.5,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.69556,144.76577,Metro,213011339,85.9,0-200m,1,high_access_0_400m,True
On-premises,-37.83174,144.82536,Metro,213021343,59.4,0-200m,1,high_access_0_400m,True
On-premises,-37.84911,144.99074,Metro,206061136,83.3,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.84111,144.9947,Metro,206061516,85.7,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-38.34856,144.92898,Metro,214021384,56.2,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-38.43112,145.82253,Regional,205031089,46.7,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-38.43112,145.82253,Regional,205031089,46.7,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.8117,144.96349,Metro,206041504,80.2,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.82417,144.96829,Metro,206041509,67.5,0-200m,1,high_access_0_400m,True
On-premises,-37.82417,144.96829,Metro,206041509,67.5,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-38.33109,144.32494,Regional,203031053,272.3,200-400m,2,high_access_0_400m,False
On-premises,-37.64978,145.08097,Metro,209041436,130.0,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.80094,145.00233,Metro,206071139,72.8,0-200m,1,high_access_0_400m,True
On-premises,-37.93806,145.00218,Metro,208011172,52.8,0-200m,1,high_access_0_400m,False
On-premises,-37.81157,144.96548,Metro,206041503,42.5,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.79887,144.96753,Metro,206041117,23.2,0-200m,1,high_access_0_400m,False
On-premises,-34.18648,142.15761,Regional,215021469,266.5,200-400m,2,high_access_0_400m,False
Restaurant and cafe,-37.57863,144.71342,Metro,210041540,88.8,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-38.28371,144.37352,Regional,203031489,4619.6,800m+,4,low_access_800m_plus,False
On-premises,-37.78709,145.12599,Metro,207021157,21.1,0-200m,1,high_access_0_400m,False
On-premises,-37.79804,144.96767,Metro,206041117,101.5,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.80105,144.90116,Metro,213031348,44.3,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.80105,144.90116,Metro,213031348,44.3,0-200m,1,high_access_0_400m,True
On-premises,-37.88257,145.37099,Metro,211051282,301.9,200-400m,2,high_access_0_400m,False
On-premises,-37.86845,144.9923,Metro,206051134,123.8,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.8313,144.96031,Metro,206051512,98.2,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.8161,144.89113,Metro,213031352,130.7,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.88089,145.16396,Metro,212051322,159.0,0-200m,1,high_access_0_400m,False
On-premises,-37.68555,145.07237,Metro,209041216,87.8,0-200m,1,high_access_0_400m,False
On-premises,-37.91739,144.98725,Metro,208011169,603.5,400-800m,3,moderate_access_400_800m,True
Restaurant and cafe,-37.90112,145.16213,Metro,212051321,110.3,0-200m,1,high_access_0_400m,False
On-premises,-37.26297,145.87911,Regional,204011054,4401.7,800m+,4,low_access_800m_plus,False
On-premises,-37.81327,144.96728,Metro,206041503,101.2,0-200m,1,high_access_0_400m,True
On-premises,-37.83401,144.96068,Metro,206051512,121.3,0-200m,1,high_access_0_400m,False
On-premises,-37.88851,145.0574,Metro,208021176,66.9,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.47028,144.30713,Regional,201021009,11449.9,800m+,4,low_access_800m_plus,False
Restaurant and cafe,-37.47028,144.30713,Regional,201021009,11449.9,800m+,4,low_access_800m_plus,False
Restaurant and cafe,-37.86295,144.90306,Metro,213021346,25.9,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.81156,144.964,Metro,206041504,22.3,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.84662,144.99356,Metro,206061516,16.5,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.81739,145.19342,Metro,211041270,70.6,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-34.22187,142.11798,Regional,215021470,245.6,200-400m,2,high_access_0_400m,False
On-premises,-37.83039,145.24389,Metro,211031267,247.5,200-400m,2,high_access_0_400m,False
Restaurant and cafe,-37.81918,144.95728,Metro,206041505,167.0,0-200m,1,high_access_0_400m,True
On-premises,-37.77687,144.97114,Metro,206011106,169.9,0-200m,1,high_access_0_400m,True
On-premises,-37.87534,145.09188,Metro,212051319,16.7,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.88418,145.00129,Metro,208021179,82.9,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.85893,145.02868,Metro,206061135,20.8,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.80569,144.98331,Metro,206071141,80.9,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.7907,145.09596,Metro,207011148,41.3,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.82567,147.63103,Regional,205021081,99.0,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.79961,144.89988,Metro,213031348,36.5,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.78215,145.1637,Metro,207021424,63.9,0-200m,1,high_access_0_400m,False
On-premises,-38.52299,143.53918,Regional,217031476,18314.8,800m+,4,low_access_800m_plus,False
Restaurant and cafe,-36.86425,147.27971,Regional,204031069,21972.0,800m+,4,low_access_800m_plus,False
Restaurant and cafe,-36.86425,147.27971,Regional,204031069,21972.0,800m+,4,low_access_800m_plus,False
On-premises,-37.93046,145.00359,Metro,208011172,179.2,0-200m,1,high_access_0_400m,False
On-premises,-38.14851,144.35881,Regional,203021039,144.1,0-200m,1,high_access_0_400m,True
Restaurant and cafe,-37.8116,144.96783,Metro,206041503,174.5,0-200m,1,high_access_0_400m,True
On-premises,-37.78669,145.35294,Metro,211051281,954.5,800m+,4,low_access_800m_plus,False
Restaurant and cafe,-37.75955,144.97458,Metro,206011106,35.6,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.6965,144.77585,Metro,213011340,78.7,0-200m,1,high_access_0_400m,False
On-premises,-37.78567,145.12597,Metro,207021157,171.3,0-200m,1,high_access_0_400m,False
Restaurant and cafe,-37.70028,145.05891,Metro,209011196,57.1,0-200m,1,high_access_0_400m,False
On-premises,-37.81958,144.94547,Metro,206041118,262.2,200-400m,2,high_access_0_400m,False
