sa2_code_2021,sa2_name_2021,venue_count,median_nearest_stop_distance_m,share_within_400m_pt,late_night_share,after_11pm_share,median_maximum_capacity,median_stops_within_200m,median_stops_within_400m,median_stops_within_800m,metro_regional_majority,category_restaurant_cafe_count,category_general_count,category_on_premises_count,category_packaged_liquor_count,category_limited_count,urp,irsad_score,irsad_aus_decile,irsd_score,ieo_score,ier_score,population_2025,population_density_denominator_status,venue_count_per_10000_residents,access_share_pct,seifa_decile_group,density_rank_valid_only,access_rank_valid_only
203021045,Newcomb - Moolap,25.0,177.25050052144786,0.96,0.08,0.08,268.0,2.0,4.0,13.0,Regional,4.0,0.0,0.0,7.0,7.0,15462.0,890.5601456,1.0,919.8791829,888.2393033999999,927.4360049000001,15187.0,valid,16.461447290445776,96.0,low_1_3,345,129
203021046,Newtown (Vic.),42.0,189.50216123449826,0.7619047619047619,0.23809523809523808,0.23809523809523808,72.0,0.5,4.0,12.0,Regional,13.0,5.0,2.0,4.0,11.0,10445.0,1081.265616,9.0,1072.697412,1098.6910030000001,1035.280534,10393.0,valid,40.41181564514577,76.19047619047619,high_8_10,153,325
207011155,Surrey Hills (West) - Canterbury,36.0,103.39004351607791,0.9166666666666666,0.08333333333333333,0.08333333333333333,50.0,4.0,7.0,18.0,Metro,18.0,2.0,0.0,4.0,5.0,15944.0,1142.502158,10.0,1102.5636709999999,1158.7829239999999,1084.8465820000001,16229.0,valid,22.182512785753897,91.66666666666666,high_8_10,286,184
203021047,North Geelong - Bell Park,40.0,187.99651379409397,0.8095238095238095,0.19047619047619047,0.19047619047619047,310.5,1.0,3.0,12.0,Regional,6.0,3.0,2.0,7.0,12.0,15795.0,955.6139621,4.0,971.1303001,955.6804199999999,960.1378346,15724.0,valid,25.438819638768763,80.95238095238095,middle_4_7,253,296
203021485,Charlemont,10.0,137.22930261942452,1.0,0.09090909090909091,0.09090909090909091,74.0,1.0,4.0,7.0,Regional,3.0,1.0,0.0,4.0,1.0,10300.0,1021.4431569999999,6.0,1050.1464170000002,1015.218883,1038.168827,15110.0,valid,6.618133686300463,100.0,middle_4_7,459,1
203021486,Corio - Lovely Banks,33.0,428.58792985980915,0.42857142857142855,0.08571428571428572,0.08571428571428572,574.0,0.0,0.0,5.0,Regional,0.0,0.0,2.0,5.0,10.0,18325.0,848.5632699,1.0,848.5578737000001,847.221822,908.902676,18486.0,valid,17.851346965271016,42.857142857142854,low_1_3,331,457
203021487,Grovedale - Mount Duneed,43.0,174.09622949448305,0.8125,0.10416666666666667,0.10416666666666667,118.0,1.0,4.0,10.0,Regional,10.0,1.0,3.0,7.0,9.0,24763.0,1002.9152770000001,6.0,1031.115896,1002.862244,1017.710825,28585.0,valid,15.042854644044079,81.25,middle_4_7,358,290
203021488,Norlane,22.0,409.3736411216676,0.45454545454545453,0.045454545454545456,0.045454545454545456,303.0,0.0,0.0,11.0,Regional,0.0,0.0,0.0,8.0,5.0,9051.0,787.6768903,1.0,764.2564954,826.041108,805.3667391,8833.0,valid,24.906600249066003,45.45454545454545,low_1_3,260,446
203031048,Clifton Springs,47.0,364.7262972946102,0.5106382978723404,0.10638297872340426,0.10638297872340426,155.0,0.0,1.0,6.0,Regional,7.0,2.0,1.0,7.0,12.0,16797.0,974.4905936,5.0,1013.845111,962.5396370999999,1018.3812290000001,17912.0,valid,26.23939258597588,51.06382978723404,middle_4_7,248,423
203031049,Lorne - Anglesea,77.0,257.8465485540063,0.7142857142857143,0.33766233766233766,0.33766233766233766,86.0,0.0,2.0,3.0,Regional,29.0,12.0,7.0,5.0,13.0,6234.0,1064.802649,8.0,1078.331438,1079.219548,1039.547606,6307.0,valid,122.0865704772475,71.42857142857143,high_8_10,23,348
207011519,Hawthorn - North,56.0,66.60486663062233,0.9464285714285714,0.125,0.125,60.0,3.0,7.0,23.0,Metro,34.0,3.0,4.0,4.0,4.0,9890.0,1132.588814,10.0,1087.6500600000002,1171.168868,1000.130393,10910.0,valid,51.329055912007334,94.64285714285714,high_8_10,112,149
203031051,Portarlington,50.0,199.2847409037987,0.68,0.16,0.16,138.0,0.5,2.0,5.0,Regional,11.0,3.0,4.0,4.0,9.0,9536.0,971.6667075,4.0,1001.001291,975.205835,993.4971156,10874.0,valid,45.98123965422108,68.0,middle_4_7,126,363
203031052,Point Lonsdale - Queenscliff,55.0,116.52813505056707,0.8363636363636363,0.18181818181818182,0.18181818181818182,82.0,1.0,2.0,6.0,Regional,16.0,11.0,3.0,2.0,19.0,5519.0,1063.928002,8.0,1080.253677,1085.2512199999999,1035.575503,6053.0,valid,90.86403436312573,83.63636363636363,high_8_10,41,274
203031053,Torquay,99.0,181.1861167737399,0.7876106194690266,0.19469026548672566,0.19469026548672566,80.0,1.0,2.0,6.0,Regional,39.0,13.0,7.0,7.0,17.0,24607.0,1092.207794,9.0,1096.847321,1086.838853,1086.513001,26581.0,valid,37.24464843309131,78.76106194690266,high_8_10,172,312
207011520,Hawthorn - South,75.0,69.5604057599461,0.9466666666666667,0.26666666666666666,0.26666666666666666,60.0,4.0,17.0,23.0,Metro,34.0,9.0,3.0,4.0,11.0,11957.0,1124.666092,10.0,1087.425206,1167.076055,979.1953307,13562.0,valid,55.30157793835718,94.66666666666667,high_8_10,99,148
207011521,Kew - South,45.0,81.84418759287912,0.9777777777777777,0.2222222222222222,0.2222222222222222,79.0,3.0,8.0,23.0,Metro,17.0,4.0,2.0,1.0,13.0,11601.0,1143.3908199999998,10.0,1100.029836,1166.317608,1065.9335210000002,12306.0,valid,36.56752803510483,97.77777777777777,high_8_10,178,112
203031489,Barwon Heads - Armstrong Creek,40.0,177.38839117440375,0.675,0.125,0.125,117.5,1.0,3.0,6.0,Regional,9.0,4.0,3.0,6.0,9.0,11333.0,1063.606608,8.0,1075.4039480000001,1071.149536,1066.009165,15749.0,valid,25.398437996063244,67.5,high_8_10,255,367
203031490,Ocean Grove,69.0,317.77562741278797,0.6376811594202898,0.2318840579710145,0.2318840579710145,90.0,0.0,1.0,5.0,Regional,27.0,1.0,6.0,6.0,13.0,19394.0,1054.581768,8.0,1073.7088480000002,1056.354639,1061.440548,20792.0,valid,33.1858407079646,63.76811594202898,high_8_10,205,378
204011054,Alexandra,62.0,291.4449849298604,0.6018518518518519,0.26851851851851855,0.26851851851851855,200.0,0.0,1.0,1.0,Regional,10.0,19.0,4.0,3.0,14.0,6828.0,952.753785,4.0,989.3712057,953.4336781,983.7825312,6849.0,valid,90.52416411154913,60.18518518518518,middle_4_7,43,390
204011055,Euroa,40.0,960.3441443626388,0.3125,0.171875,0.171875,196.0,0.0,0.0,0.0,Regional,2.0,10.0,2.0,3.0,11.0,6922.0,951.4809861,4.0,978.271778,971.7012179999999,976.1261162999999,6880.0,valid,58.13953488372093,31.25,middle_4_7,87,486
204011056,Kilmore - Broadford,43.0,258.0787616001814,0.5510204081632653,0.14285714285714285,0.14285714285714285,200.0,0.0,2.0,4.0,Regional,5.0,6.0,0.0,8.0,16.0,15563.0,965.5851436,4.0,1001.764604,940.3412715,1023.922902,16694.0,valid,25.757757278063973,55.10204081632652,middle_4_7,251,413
204011057,Mansfield (Vic.),122.0,23330.141497407916,0.22950819672131148,0.2540983606557377,0.2540983606557377,200.0,0.0,0.0,0.0,Regional,15.0,24.0,10.0,6.0,13.0,10517.0,989.8886033,5.0,1027.5538709999998,982.6352477,1018.9042609999999,11324.0,valid,107.73578240904274,22.950819672131146,middle_4_7,31,495
204011058,Nagambie,55.0,2206.5037903047073,0.2,0.1,0.1,200.0,0.0,0.0,0.0,Regional,3.0,9.0,2.0,1.0,12.0,4537.0,959.0588792,4.0,988.2670639,956.0416126,999.0468718999999,4936.0,valid,111.42625607779578,20.0,middle_4_7,28,498
204011059,Seymour,33.0,172.70553065878642,0.8181818181818182,0.18181818181818182,0.18181818181818182,100.0,1.0,3.0,12.0,Regional,5.0,4.0,3.0,5.0,8.0,6569.0,883.5315207000001,1.0,901.6619103999999,883.6083304,912.7079974,6911.0,valid,47.749963825784974,81.81818181818183,low_1_3,122,285
204011060,Seymour Surrounds,21.0,2119.344985421712,0.3333333333333333,0.047619047619047616,0.047619047619047616,430.5,0.0,0.0,0.0,Regional,1.0,4.0,1.0,0.0,5.0,4645.0,1010.0491629999999,6.0,1046.078702,997.7839302,1048.032747,4488.0,valid,46.79144385026738,33.33333333333333,middle_4_7,125,478
204011061,Upper Yarra Valley,2.0,8950.025026079464,0.0,0.0,0.0,239.0,0.0,0.0,0.0,Metro,0.0,1.0,1.0,0.0,0.0,238.0,893.1276233,2.0,915.9536661000001,925.3460314,953.1347132,236.0,valid,84.7457627118644,0.0,low_1_3,45,510
204011062,Yea,31.0,1278.9826615021843,0.45161290322580644,0.16129032258064516,0.16129032258064516,160.0,0.0,0.0,0.0,Regional,1.0,9.0,1.0,1.0,6.0,4182.0,968.8824473,4.0,995.3334561,973.8530519999999,1000.606526,4368.0,valid,70.97069597069597,45.16129032258064,middle_4_7,55,451
204021063,Benalla,36.0,170.551852219501,0.8421052631578947,0.15789473684210525,0.15789473684210525,258.5,1.0,2.0,7.0,Regional,5.0,3.0,4.0,9.0,8.0,10822.0,921.8295863000001,2.0,950.4355162,925.8806145,949.8510801,10861.0,valid,33.1461191418838,84.21052631578947,low_1_3,206,269
204021064,Benalla Surrounds,27.0,15949.603627056227,0.07407407407407407,0.18518518518518517,0.18518518518518517,147.0,0.0,0.0,0.0,Regional,0.0,7.0,2.0,1.0,9.0,3781.0,986.3382783000001,5.0,1020.7177730000001,990.0951478,1042.0130589999999,3809.0,valid,70.88474665266475,7.4074074074074066,middle_4_7,57,507
204021065,Rutherglen,53.0,717.9003810062145,0.4268292682926829,0.10975609756097561,0.10975609756097561,155.0,0.0,0.0,2.0,Regional,3.0,7.0,3.0,2.0,11.0,4047.0,954.3896748999999,4.0,987.1036526,939.9700183,1001.176779,4120.0,valid,128.64077669902912,42.68292682926829,middle_4_7,20,461
207011522,Kew - West,39.0,103.76302049682064,0.9743589743589743,0.23076923076923078,0.23076923076923078,108.5,2.0,7.0,21.0,Metro,13.0,4.0,3.0,5.0,5.0,13039.0,1125.5548789999998,10.0,1080.938503,1153.0140609999999,1050.552451,13799.0,valid,28.262917602724833,97.43589743589743,high_8_10,238,118
204021066,Wangaratta,66.0,202.6169559894192,0.9054054054054054,0.28378378378378377,0.28378378378378377,200.0,0.0,3.0,7.0,Regional,17.0,12.0,6.0,6.0,14.0,19882.0,935.0106376,3.0,964.1621511,941.0132427,957.432272,20019.0,valid,32.96867975423348,90.54054054054053,low_1_3,208,200
204021067,Wangaratta Surrounds,93.0,2183.6317656456945,0.26732673267326734,0.039603960396039604,0.039603960396039604,170.0,0.0,0.0,0.0,Regional,3.0,15.0,4.0,1.0,25.0,9925.0,999.6783618000001,6.0,1036.676101,996.3777695,1048.173339,10070.0,valid,92.35352532274081,26.732673267326735,middle_4_7,39,492
204031068,Beechworth,69.0,582.362142286973,0.46616541353383456,0.09022556390977443,0.09022556390977443,68.0,0.0,0.0,2.0,Regional,9.0,11.0,3.0,1.0,12.0,4986.0,1010.480363,6.0,1029.1710070000001,1036.6143769999999,1015.260876,4962.0,valid,139.05683192261185,46.616541353383454,middle_4_7,18,440
204031069,Bright - Mount Beauty,186.0,1151.1066604797531,0.34627831715210355,0.1650485436893204,0.1650485436893204,135.0,0.0,0.0,0.0,Regional,39.0,37.0,21.0,6.0,28.0,8903.0,1010.900579,6.0,1045.516541,1020.581309,1010.805406,8976.0,valid,207.2192513368984,34.627831715210355,middle_4_7,10,476
207021156,Bulleen,22.0,244.9487880514913,0.6818181818181818,0.045454545454545456,0.045454545454545456,575.0,0.0,4.0,11.5,Metro,3.0,0.0,0.0,4.0,8.0,11289.0,1061.388847,8.0,1047.2549609999999,1061.370417,1037.183641,11810.0,valid,18.62828111769687,68.18181818181817,high_8_10,326,361
204031070,Chiltern - Indigo Valley,14.0,458.7020078724928,0.4,0.06666666666666667,0.06666666666666667,155.0,0.0,0.0,2.0,Regional,0.0,3.0,1.0,1.0,4.0,3184.0,969.1443628000001,4.0,1020.7452119999999,939.8575440999999,1033.7290150000001,3257.0,valid,42.98434141848327,40.0,middle_4_7,140,468
204031071,Myrtleford,42.0,828.5069565277461,0.43373493975903615,0.12048192771084337,0.12048192771084337,100.0,0.0,0.0,0.0,Regional,9.0,5.0,0.0,3.0,15.0,4745.0,950.7080896,4.0,991.9319664000001,941.2379561,988.9920413,4635.0,valid,90.61488673139158,43.373493975903614,middle_4_7,42,455
204031072,Towong,42.0,773.927066550943,0.35714285714285715,0.23809523809523808,0.23809523809523808,150.0,0.0,0.0,1.0,Regional,4.0,12.0,1.0,3.0,9.0,6196.0,967.9935018,4.0,1000.349436,969.861632,1006.0800690000001,6155.0,valid,68.23720552396425,35.714285714285715,middle_4_7,65,474
205011076,Drouin,42.0,234.70037853851375,0.64,0.16,0.16,66.5,0.0,4.0,4.0,Regional,9.0,5.0,2.0,4.0,11.0,19773.0,952.6073417,4.0,990.1378576999999,933.6692946000001,1016.311518,22118.0,valid,18.989058685233744,64.0,middle_4_7,323,376
205011077,Mount Baw Baw Region,42.0,25417.571083586008,0.0,0.07142857142857142,0.07142857142857142,150.0,0.0,0.0,0.0,Regional,3.0,10.0,2.0,3.0,7.0,6585.0,985.1404377,5.0,1019.462189,974.3024053,1036.249036,6750.0,valid,62.22222222222222,0.0,middle_4_7,79,510
205011078,Trafalgar (Vic.),29.0,310.937815781733,0.6111111111111112,0.16666666666666666,0.16666666666666666,144.5,0.0,4.0,4.0,Regional,7.0,4.0,0.0,3.0,9.0,8368.0,967.4425529,4.0,1005.426634,958.1944295,1017.570688,8618.0,valid,33.650498955674166,61.111111111111114,middle_4_7,201,386
205011079,Warragul,69.0,172.07931063745303,0.7619047619047619,0.16666666666666666,0.16666666666666666,149.0,1.0,5.0,16.0,Regional,13.0,9.0,6.0,7.0,16.0,23051.0,984.5982613,5.0,1009.513115,978.8302042,1019.2728209999999,25392.0,valid,27.17391304347826,76.19047619047619,middle_4_7,243,325
205021080,Alps - East,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,zero_population,,,,,
205021081,Bairnsdale,60.0,262.8122995554766,0.7432432432432432,0.3108108108108108,0.3108108108108108,134.0,0.0,3.0,5.0,Regional,16.0,6.0,7.0,7.0,14.0,15684.0,920.4514584,2.0,951.3854726,921.972926,956.0385382,15917.0,valid,37.69554564302319,74.32432432432432,low_1_3,168,337
205021082,Bruthen - Omeo,57.0,1812.144682689981,0.3157894736842105,0.19298245614035087,0.19298245614035087,203.0,0.0,0.0,0.0,Regional,8.0,13.0,0.0,5.0,16.0,8290.0,959.7596111,4.0,1000.050405,951.2298638,1022.1944669999999,8651.0,valid,65.88833660848458,31.57894736842105,middle_4_7,72,484
205021083,Lake King,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,zero_population,,,,,
205021084,Lakes Entrance,59.0,210.8553674406164,0.6027397260273972,0.2054794520547945,0.2054794520547945,178.0,0.0,3.0,7.0,Regional,8.0,10.0,6.0,7.0,15.0,11164.0,923.2499811,2.0,955.4317599,921.8796232999999,962.1394346000001,11331.0,valid,52.06954372959139,60.273972602739725,low_1_3,108,389
205021085,Orbost,41.0,227.94915097076864,0.6428571428571429,0.23214285714285715,0.23214285714285715,164.0,0.0,1.0,1.0,Regional,3.0,14.0,1.0,8.0,7.0,6727.0,911.9637868,2.0,931.8619841,929.3954329,936.3574966,6727.0,valid,60.94841682770923,64.28571428571429,low_1_3,80,374
205021086,Paynesville,18.0,370.26158543374385,0.5,0.2857142857142857,0.2857142857142857,170.0,0.0,0.5,1.0,Regional,3.0,3.0,1.0,1.0,6.0,6977.0,949.9164029,3.0,989.0073054,953.1072121000001,986.1392662999999,7190.0,valid,25.034770514603615,50.0,low_1_3,259,425
205031087,Foster,65.0,4205.322583006028,0.32432432432432434,0.13513513513513514,0.13513513513513514,200.0,0.0,0.0,0.0,Regional,6.0,11.0,4.0,8.0,16.0,9446.0,970.5993998,4.0,1004.552227,984.0085332,1001.766194,9631.0,valid,67.49039559754958,32.432432432432435,middle_4_7,66,482
205031088,French Island,3.0,8891.502640584264,0.0,0.0,0.0,68.0,0.0,0.0,0.0,Regional,0.0,1.0,1.0,0.0,0.0,139.0,998.4028595,6.0,997.4419908,1057.681744,951.2167743,133.0,valid,225.56390977443607,0.0,middle_4_7,9,510
205041096,Morwell,47.0,232.4607441623394,0.8113207547169812,0.05660377358490566,0.05660377358490566,390.0,0.0,4.0,10.0,Regional,6.0,2.0,3.0,10.0,13.0,14432.0,820.2773596,1.0,824.4990638,828.8926693,859.0614509000001,14487.0,valid,32.44287982328984,81.13207547169812,low_1_3,212,294
205041098,Yallourn North - Glengarry,15.0,252.53203957305743,0.6,0.0,0.0,506.0,0.0,1.0,1.0,Regional,0.0,2.0,0.0,4.0,4.0,4707.0,950.2252198,3.0,1003.280473,903.7568857,1028.544945,4972.0,valid,30.168946098149636,60.0,low_1_3,221,391
205041493,Traralgon - East,75.0,179.5499331505162,0.98,0.42,0.42,150.0,1.0,4.0,18.0,Regional,33.0,6.0,12.0,5.0,7.0,12000.0,925.6562427,3.0,950.6442930999999,914.2324788999999,950.7094622999999,12362.0,valid,60.66979453162919,98.0,low_1_3,81,108
205041494,Traralgon - West,18.0,210.91749706871656,0.8888888888888888,0.1111111111111111,0.1111111111111111,431.5,0.0,2.0,8.0,Regional,1.0,1.0,2.0,2.0,8.0,16822.0,977.5696271,5.0,1011.333399,958.711036,993.8654174000001,17236.0,valid,10.443258296588535,88.88888888888889,middle_4_7,421,214
205051099,Alps - West,1.0,42000.5719601819,0.0,0.0,0.0,,0.0,0.0,0.0,Regional,0.0,0.0,0.0,1.0,0.0,,,,,1057.887304,,23.0,valid,434.7826086956522,0.0,,6,510
205051100,Longford - Loch Sport,20.0,351.487185601369,0.5,0.05,0.05,200.0,0.0,0.5,2.0,Regional,1.0,1.0,0.0,4.0,6.0,4915.0,948.4035503,3.0,977.5982997,937.2144794999999,1008.676733,4993.0,valid,40.05607850991388,50.0,low_1_3,156,425
205051101,Maffra,55.0,444.4596237515967,0.453125,0.171875,0.171875,200.0,0.0,0.0,2.0,Regional,8.0,9.0,3.0,5.0,12.0,14756.0,939.758022,3.0,980.4439257,921.5353112,999.7980002,15549.0,valid,35.372049649495146,45.3125,low_1_3,190,450
205051102,Rosedale,19.0,326.0885372651638,0.5909090909090909,0.13636363636363635,0.13636363636363635,288.0,0.0,1.0,1.5,Regional,3.0,4.0,1.0,3.0,4.0,4928.0,953.9736264000001,4.0,991.0019614,937.0548262,1022.398805,5020.0,valid,37.84860557768925,59.09090909090909,middle_4_7,166,395
205051103,Sale,55.0,197.7762474457394,0.8387096774193549,0.1935483870967742,0.1935483870967742,151.5,0.5,3.0,11.0,Regional,12.0,8.0,4.0,7.0,15.0,15301.0,950.3163909,3.0,969.9550561000001,959.2810202999999,960.3537262,15232.0,valid,36.108193277310924,83.87096774193549,low_1_3,184,272
205051104,Yarram,33.0,367.25806819533926,0.5064935064935064,0.15584415584415584,0.15584415584415584,160.0,0.0,1.0,1.0,Regional,5.0,5.0,1.0,4.0,11.0,5605.0,917.1148926,2.0,945.1231703,919.10941,969.4099563999999,5587.0,valid,59.06568820476105,50.649350649350644,low_1_3,85,424
206011106,Brunswick East,83.0,121.43952565658252,1.0,0.3614457831325301,0.3614457831325301,94.5,2.0,7.0,28.0,Metro,32.0,10.0,16.0,7.0,5.0,12738.0,1116.571164,10.0,1075.855671,1162.193399,942.8574992,14693.0,valid,56.48948478867488,100.0,high_8_10,92,1
207021157,Doncaster,55.0,138.78570843729682,0.9821428571428571,0.23214285714285715,0.23214285714285715,124.0,2.0,7.0,21.0,Metro,25.0,1.0,8.0,6.0,8.0,24814.0,1056.535182,8.0,1027.430129,1083.710179,1005.586601,28353.0,valid,19.398300003526963,98.21428571428571,high_8_10,314,104
207021159,Templestowe,31.0,80.22898142944422,0.9032258064516129,0.0967741935483871,0.0967741935483871,100.0,2.0,7.0,19.0,Metro,9.0,0.0,2.0,3.0,9.0,16966.0,1093.8146219999999,9.0,1074.214121,1086.602307,1093.67713,17442.0,valid,17.77319114780415,90.32258064516128,high_8_10,335,203
207021160,Templestowe Lower,22.0,165.66737874885112,0.8181818181818182,0.045454545454545456,0.045454545454545456,102.0,2.0,6.0,15.0,Metro,8.0,0.0,1.0,3.0,4.0,14191.0,1071.0034600000001,8.0,1054.914594,1078.51453,1057.648011,14695.0,valid,14.971078598162642,81.81818181818183,high_8_10,361,285
207021424,Doncaster East - North,28.0,86.40282885121016,0.9642857142857143,0.14285714285714285,0.14285714285714285,90.0,2.0,4.0,17.0,Metro,11.0,0.0,1.0,5.0,1.0,15672.0,1078.9779640000002,9.0,1058.853944,1080.705468,1075.253559,16642.0,valid,16.82490085326283,96.42857142857143,high_8_10,341,126
207021425,Doncaster East - South,49.0,129.92995731856112,1.0,0.12244897959183673,0.12244897959183673,72.0,2.0,4.0,17.0,Metro,26.0,0.0,0.0,8.0,7.0,15454.0,1049.757957,8.0,1030.4507970000002,1069.412853,1010.788483,16983.0,valid,28.852381793558262,100.0,high_8_10,236,1
207031161,Blackburn,46.0,124.83884688577398,0.9565217391304348,0.21739130434782608,0.21739130434782608,96.0,3.0,7.0,21.5,Metro,17.0,3.0,1.0,9.0,10.0,22106.0,1087.0958560000001,9.0,1068.999185,1104.6779549999999,1039.509977,23732.0,valid,19.383111410753415,95.65217391304348,high_8_10,315,133
207031162,Blackburn South,13.0,93.30618403858378,0.9230769230769231,0.07692307692307693,0.07692307692307693,60.0,2.0,6.0,18.0,Metro,4.0,0.0,1.0,2.0,2.0,10939.0,1070.929324,8.0,1054.322939,1091.673997,1024.110423,11072.0,valid,11.741329479768787,92.3076923076923,high_8_10,396,176
207031163,Box Hill,112.0,76.0129398218,0.9912280701754386,0.21929824561403508,0.21929824561403508,82.0,6.0,33.0,57.0,Metro,61.0,3.0,5.0,12.0,18.0,22841.0,1041.129945,7.0,991.0009738,1096.3085930000002,927.9648092,27206.0,valid,41.167389546423586,99.12280701754386,middle_4_7,151,96
207031164,Box Hill North,14.0,82.84782577755388,0.9285714285714286,0.0,0.0,83.0,2.0,5.0,12.5,Metro,2.0,0.0,0.0,4.0,5.0,18126.0,1074.66287,9.0,1041.343586,1106.487384,1015.763494,19760.0,valid,7.085020242914981,92.85714285714286,high_8_10,453,166
207031165,Burwood (Vic.),23.0,62.02779435720313,0.9565217391304348,0.21739130434782608,0.21739130434782608,90.0,5.0,10.0,23.0,Metro,8.0,0.0,4.0,1.0,6.0,12336.0,1048.687517,8.0,1009.557361,1089.387518,949.0993625,15480.0,valid,14.857881136950905,95.65217391304348,high_8_10,362,133
207031166,Burwood East,45.0,90.79436518427381,0.9111111111111111,0.28888888888888886,0.28888888888888886,121.0,3.0,6.0,22.0,Metro,26.0,0.0,3.0,6.0,6.0,10675.0,1047.014613,8.0,1030.7625130000001,1063.317256,1009.4880860000001,12460.0,valid,36.115569823434996,91.11111111111111,high_8_10,183,191
207031167,Surrey Hills (East) - Mont Albert,13.0,148.20808669603986,0.8461538461538461,0.07692307692307693,0.07692307692307693,100.0,2.0,5.0,31.0,Metro,6.0,0.0,1.0,1.0,1.0,10166.0,1130.291656,10.0,1095.749409,1155.926707,1062.6299729999998,10776.0,valid,12.063845582776539,84.61538461538461,high_8_10,393,265
208011168,Beaumaris,43.0,110.36291509698334,0.9767441860465116,0.11627906976744186,0.11627906976744186,80.0,2.0,4.0,15.0,Metro,18.0,4.0,4.0,6.0,5.0,14021.0,1133.826779,10.0,1108.3971889999998,1128.567839,1106.864067,14486.0,valid,29.683832666022365,97.67441860465115,high_8_10,226,115
208011169,Brighton (Vic.),131.0,82.13193202656078,0.9741935483870968,0.27741935483870966,0.27741935483870966,82.0,4.0,9.0,23.0,Metro,52.0,6.0,23.0,12.0,16.0,22758.0,1145.504906,10.0,1100.7436010000001,1161.2408970000001,1073.885118,24340.0,valid,53.82087099424815,97.41935483870968,high_8_10,101,119
208011170,Brighton East,27.0,169.4159335450725,0.7777777777777778,0.1111111111111111,0.1111111111111111,71.0,1.0,4.0,16.0,Metro,7.0,0.0,2.0,3.0,10.0,16540.0,1133.055443,10.0,1089.867406,1138.0017460000001,1093.026625,17486.0,valid,15.440924167905752,77.77777777777779,high_8_10,355,318
208011171,Highett (West) - Cheltenham,44.0,116.29964347499762,0.7954545454545454,0.11363636363636363,0.11363636363636363,70.0,2.0,5.0,20.5,Metro,11.0,0.0,4.0,9.0,9.0,12439.0,1098.37388,9.0,1070.683551,1107.677791,1052.250133,13257.0,valid,33.190012823414044,79.54545454545455,high_8_10,204,308
208011172,Hampton,71.0,90.93268531317085,0.9863013698630136,0.1506849315068493,0.1506849315068493,75.0,4.0,11.0,27.0,Metro,29.0,4.0,10.0,10.0,8.0,18200.0,1115.299492,10.0,1074.188169,1130.875919,1059.585445,19524.0,valid,36.36549887318173,98.63013698630137,high_8_10,179,101
208011173,Sandringham - Black Rock,79.0,126.93256837902706,0.8734177215189873,0.16455696202531644,0.16455696202531644,60.0,2.0,7.0,13.0,Metro,31.0,2.0,12.0,7.0,10.0,17358.0,1124.983588,10.0,1093.9807,1136.413836,1068.242059,18071.0,valid,43.71645177355985,87.34177215189874,high_8_10,139,242
208021174,Bentleigh - McKinnon,68.0,88.44640477172484,1.0,0.10294117647058823,0.10294117647058823,51.5,3.0,7.5,16.0,Metro,33.0,2.0,5.0,10.0,8.0,24896.0,1101.8645609999999,9.0,1069.137684,1115.355812,1042.335073,26966.0,valid,25.21693985018171,100.0,high_8_10,257,1
208021176,Carnegie,80.0,99.38036259883307,0.9125,0.1,0.1,60.0,5.0,19.0,35.0,Metro,41.0,2.0,4.0,8.0,11.0,18534.0,1086.828298,9.0,1061.976588,1122.412737,973.4110854999999,21266.0,valid,37.61873412959654,91.25,high_8_10,169,189
208021177,Caulfield - North,42.0,93.54486648575377,1.0,0.23255813953488372,0.23255813953488372,115.0,3.0,7.0,25.0,Metro,12.0,1.0,6.0,6.0,7.0,22362.0,1121.634159,10.0,1085.276452,1154.8095050000002,1016.4965649999999,24635.0,valid,17.048914146539477,100.0,high_8_10,340,1
208021178,Caulfield - South,32.0,88.20061990363044,1.0,0.15625,0.15625,69.0,3.0,8.0,22.0,Metro,8.0,2.0,1.0,5.0,9.0,18075.0,1119.928746,10.0,1085.871116,1137.63249,1056.053872,19226.0,valid,16.644127743680432,100.0,high_8_10,343,1
208021179,Elsternwick,73.0,53.544317274920814,0.9871794871794872,0.2692307692307692,0.2692307692307692,74.5,6.0,19.0,40.0,Metro,38.0,5.0,8.0,5.0,8.0,11904.0,1118.238168,10.0,1085.318729,1143.546112,1014.072673,12827.0,valid,56.91120293131675,98.71794871794873,high_8_10,89,98
208021180,Hughesdale,11.0,93.11965383258223,0.9090909090909091,0.18181818181818182,0.18181818181818182,80.0,14.0,17.0,31.0,Metro,2.0,1.0,0.0,2.0,3.0,7563.0,1073.0157689999999,8.0,1050.905204,1098.935682,1006.52223,8132.0,valid,13.526807673389081,90.9090909090909,high_8_10,374,193
208021181,Murrumbeena,17.0,89.28763744546296,0.9411764705882353,0.23529411764705882,0.23529411764705882,80.0,14.0,17.0,32.0,Metro,7.0,1.0,2.0,1.0,4.0,9369.0,1098.602989,9.0,1077.2721629999999,1115.77142,1020.871099,10126.0,valid,16.788465336756865,94.11764705882352,high_8_10,342,153
208021182,Ormond - Glen Huntly,45.0,52.03601859574524,0.9111111111111111,0.2222222222222222,0.2222222222222222,60.0,5.0,20.0,34.0,Metro,19.0,2.0,3.0,8.0,5.0,13128.0,1090.081656,9.0,1065.5247769999999,1119.77409,994.2333532,15157.0,valid,29.689252490598403,91.11111111111111,high_8_10,225,191
