sa2_code_2021,sa2_name_2021,venue_count,venue_count_per_10000_residents,share_within_400m_pt,access_share_pct,late_night_share,median_nearest_stop_distance_m,irsad_score,irsad_aus_decile,seifa_decile_group,population_2025,population_density_denominator_status,metro_regional_majority
206071139,Abbotsford,87.0,84.33501357115162,0.9310344827586207,93.10344827586206,0.3448275862068966,100.3870740337559,1127.1147310000001,10.0,high_8_10,10316.0,valid,Metro
206071140,Carlton North - Princes Hill,55.0,62.30176710466697,0.9818181818181818,98.18181818181819,0.16363636363636364,82.5550921801187,1135.455693,10.0,high_8_10,8828.0,valid,Metro
206071141,Collingwood,145.0,127.38293947114117,0.9310344827586207,93.10344827586206,0.4413793103448276,129.62586979369928,1045.1247950000002,7.0,middle_4_7,11383.0,valid,Metro
206071142,Fitzroy,236.0,194.47878038730943,1.0,100.0,0.5677966101694916,84.58280123306406,1065.855679,8.0,high_8_10,12135.0,valid,Metro
206071143,Fitzroy North,68.0,49.45814241035712,1.0,100.0,0.3235294117647059,57.79166390616815,1125.161684,10.0,high_8_10,13749.0,valid,Metro
206071145,Clifton Hill - Alphington,37.0,32.402136789561254,0.7297297297297297,72.97297297297297,0.21621621621621623,239.24243306680862,1143.273394,10.0,high_8_10,11419.0,valid,Metro
206071517,Richmond (South) - Cremorne,214.0,111.31339401820546,0.96875,96.875,0.4017857142857143,83.55886458653163,1157.5058769999998,10.0,high_8_10,19225.0,valid,Metro
206071518,Richmond - North,79.0,51.62386460171208,0.8888888888888888,88.88888888888889,0.2839506172839506,108.43012399467582,1048.083664,8.0,high_8_10,15303.0,valid,Metro
201011001,Alfredton,23.0,11.044417767106843,0.782608695652174,78.26086956521739,0.043478260869565216,229.50736168798613,1010.8530569999999,6.0,middle_4_7,20825.0,valid,Regional
201011002,Ballarat,158.0,135.41309564621187,0.9538461538461539,95.38461538461539,0.3333333333333333,123.43286737246163,1039.8986869999999,7.0,middle_4_7,11668.0,valid,Regional
201011005,Buninyong,15.0,20.314192849404115,0.6,60.0,0.13333333333333333,337.8882464406674,1040.4715130000002,7.0,middle_4_7,7384.0,valid,Regional
201011006,Delacombe,12.0,7.866273352999017,0.5833333333333334,58.333333333333336,0.25,272.1303038211165,946.6715299,3.0,low_1_3,15255.0,valid,Regional
201011007,Smythes Creek,4.0,9.411764705882353,0.42857142857142855,42.857142857142854,0.0,788.4752047319756,1004.772211,6.0,middle_4_7,4250.0,valid,Regional
201011008,Wendouree - Miners Rest,31.0,19.9382557242089,0.7142857142857143,71.42857142857143,0.14285714285714285,110.50329932613243,886.275336,1.0,low_1_3,15548.0,valid,Regional
201011481,Ballarat East - Warrenheip,25.0,25.585917511001945,0.64,64.0,0.2,300.8612031647407,940.1035727000001,3.0,low_1_3,9771.0,valid,Regional
201011482,Ballarat North - Invermay,29.0,19.07392791370692,0.8275862068965517,82.75862068965517,0.3793103448275862,285.8253633236143,1014.682006,6.0,middle_4_7,15204.0,valid,Regional
201011483,Canadian - Mount Clear,28.0,22.36779038185014,0.84375,84.375,0.1875,172.4496173569274,963.0631877,4.0,middle_4_7,12518.0,valid,Regional
201011484,Sebastopol - Redan,18.0,14.099953000156667,0.8333333333333334,83.33333333333334,0.16666666666666666,138.51915372313772,860.5844506,1.0,low_1_3,12766.0,valid,Regional
201021009,Bacchus Marsh Surrounds,23.0,33.97341211225997,0.13793103448275862,13.793103448275861,0.2413793103448276,7104.201682713281,987.8611687,5.0,middle_4_7,6770.0,valid,Regional
201021010,Creswick - Clunes,45.0,55.98407564070664,0.5294117647058824,52.94117647058824,0.27450980392156865,270.40474824498494,955.121678,4.0,middle_4_7,8038.0,valid,Regional
201021011,Daylesford,116.0,112.16399149100755,0.4574898785425101,45.74898785425101,0.145748987854251,449.01544587559306,1010.686629,6.0,middle_4_7,10342.0,valid,Regional
201021012,Gordon (Vic.),22.0,33.55192923593106,0.4074074074074074,40.74074074074074,0.37037037037037035,530.7925170470845,1001.359164,6.0,middle_4_7,6557.0,valid,Regional
201031013,Avoca,53.0,146.85508451094486,0.18867924528301888,18.867924528301888,0.07547169811320754,6394.732556895769,918.1866573,2.0,low_1_3,3609.0,valid,Regional
201031014,Beaufort,17.0,35.29900332225914,0.5,50.0,0.2777777777777778,900.926221383497,939.4164039999999,3.0,low_1_3,4816.0,valid,Regional
201031015,Golden Plains - North,12.0,23.899621589324838,0.5333333333333333,53.333333333333336,0.13333333333333333,263.4905897544213,954.6662909,4.0,middle_4_7,5021.0,valid,Regional
201031016,Maryborough (Vic.),28.0,34.02600558998663,0.9666666666666667,96.66666666666667,0.16666666666666666,124.94162498680123,854.3126423,1.0,low_1_3,8229.0,valid,Regional
201031017,Maryborough Surrounds,24.0,42.002100105005255,0.41935483870967744,41.935483870967744,0.0967741935483871,685.0881483554207,886.0925839,1.0,low_1_3,5714.0,valid,Regional
202011018,Bendigo,156.0,107.90620460676489,0.9811320754716981,98.11320754716981,0.389937106918239,124.68368015926174,917.5876096,2.0,low_1_3,14457.0,valid,Regional
202011019,California Gully - Eaglehawk,19.0,14.050136803963618,0.85,85.0,0.25,128.93596486030455,887.5139834,1.0,low_1_3,13523.0,valid,Regional
202011020,East Bendigo - Kennington,29.0,20.801951079549532,0.8,80.0,0.22857142857142856,171.11148182775858,986.486401,5.0,middle_4_7,13941.0,valid,Regional
202011021,Flora Hill - Spring Gully,11.0,11.537654709460876,1.0,100.0,0.25,67.18099866712964,980.540213,5.0,middle_4_7,9534.0,valid,Regional
207011146,Ashburton (Vic.),25.0,29.512454255695904,0.96,96.0,0.16,96.99552230865525,1125.857939,10.0,high_8_10,8471.0,valid,Metro
207011147,Balwyn,52.0,30.827602561062367,0.9807692307692307,98.07692307692307,0.07692307692307693,94.75854311034672,1108.842189,9.0,high_8_10,16868.0,valid,Metro
202011022,Kangaroo Flat - Golden Square,38.0,17.78276943235528,0.9473684210526315,94.73684210526315,0.21052631578947367,89.95926987158501,920.7503375,2.0,low_1_3,21369.0,valid,Regional
207011148,Balwyn North,45.0,20.0409726552062,0.9333333333333333,93.33333333333333,0.1111111111111111,73.47914262322998,1115.19079,10.0,high_8_10,22454.0,valid,Metro
202011023,Maiden Gully,8.0,13.630942238882264,0.5,50.0,0.125,340.61276264972105,1024.217347,7.0,middle_4_7,5869.0,valid,Regional
202011024,Strathfieldsaye,13.0,11.106364801366938,0.46153846153846156,46.15384615384615,0.3076923076923077,413.14740804040935,1049.7562130000001,8.0,high_8_10,11705.0,valid,Regional
202011025,White Hills - Ascot,22.0,13.668841255048152,0.6818181818181818,68.18181818181817,0.18181818181818182,160.74154634964998,961.3495476,4.0,middle_4_7,16095.0,valid,Regional
202021026,Bendigo Surrounds - South,26.0,28.590279305036287,0.05714285714285714,5.714285714285714,0.11428571428571428,3871.2597537813326,1024.613951,7.0,middle_4_7,9094.0,valid,Regional
202021027,Castlemaine,62.0,53.264604810996566,0.8870967741935484,88.70967741935483,0.1935483870967742,212.37126848507205,984.3956667,5.0,middle_4_7,11640.0,valid,Regional
202021028,Castlemaine Surrounds,72.0,74.4186046511628,0.425,42.5,0.0875,1042.8443878432727,991.6628175999999,5.0,middle_4_7,9675.0,valid,Regional
202021029,Heathcote,61.0,113.34076551467857,0.3108108108108108,31.08108108108108,0.04054054054054054,1570.994001854006,932.1261662,3.0,low_1_3,5382.0,valid,Regional
207011149,Camberwell,78.0,35.37094141120986,0.9230769230769231,92.3076923076923,0.07692307692307693,77.830488398493,1137.165986,10.0,high_8_10,22052.0,valid,Metro
202021030,Kyneton,69.0,64.69760900140646,0.7222222222222222,72.22222222222221,0.1527777777777778,186.03818573685604,1018.551695,6.0,middle_4_7,10665.0,valid,Regional
202021031,Woodend,41.0,50.71746660069273,0.6585365853658537,65.85365853658537,0.14634146341463414,194.65480789331045,1064.1262259999999,8.0,high_8_10,8084.0,valid,Regional
202031032,Bendigo Surrounds - North,20.0,36.330608537693,0.4,40.0,0.08,787.1386829234002,952.4541832,4.0,middle_4_7,5505.0,valid,Regional
202031033,Loddon,59.0,81.59314064444753,0.4536082474226804,45.36082474226804,0.1134020618556701,471.43586788890053,924.7729118000001,2.0,low_1_3,7231.0,valid,Regional
203011034,Bannockburn,18.0,21.44133412745682,0.3125,31.25,0.0625,561.0546844173338,1013.925144,6.0,middle_4_7,8395.0,valid,Regional
203011035,Golden Plains - South,27.0,30.154121063211974,0.3333333333333333,33.33333333333333,0.14814814814814814,875.7895139399467,1002.14548,6.0,middle_4_7,8954.0,valid,Regional
203011036,Winchelsea,39.0,55.09252719310637,0.0,0.0,0.07272727272727272,13543.72373335899,1025.7196809999998,7.0,middle_4_7,7079.0,valid,Regional
207011150,Glen Iris - East,41.0,23.229461756373937,0.926829268292683,92.6829268292683,0.0975609756097561,97.42663573253182,1154.928153,10.0,high_8_10,17650.0,valid,Metro
203021037,Belmont,51.0,33.49313719051685,0.8245614035087719,82.45614035087719,0.08771929824561403,110.58420156629074,995.2378865,5.0,middle_4_7,15227.0,valid,Regional
203021039,Geelong,244.0,177.8555288286318,0.8471760797342193,84.71760797342192,0.4019933554817276,171.40706338132298,1014.205833,6.0,middle_4_7,13719.0,valid,Regional
207011152,Hawthorn East,91.0,51.878456188358705,0.945054945054945,94.5054945054945,0.31868131868131866,103.24164034910679,1131.806476,10.0,high_8_10,17541.0,valid,Metro
203021040,Geelong West - Hamlyn Heights,82.0,36.58264554985501,0.8658536585365854,86.58536585365853,0.17073170731707318,110.4025684975255,1022.381816,7.0,middle_4_7,22415.0,valid,Regional
207011154,Kew East,23.0,34.0287024707797,0.8260869565217391,82.6086956521739,0.08695652173913043,87.86926147018407,1122.332717,10.0,high_8_10,6759.0,valid,Metro
203021042,Highton,28.0,10.85523765216717,0.71875,71.875,0.0625,178.57479878072195,1069.858943,8.0,high_8_10,25794.0,valid,Regional
203021043,Lara,32.0,13.360053440213761,0.5526315789473685,55.26315789473685,0.05263157894736842,304.1183161040687,993.8186843,5.0,middle_4_7,23952.0,valid,Regional
203021044,Leopold,18.0,12.978585334198572,0.8333333333333334,83.33333333333334,0.1111111111111111,230.45145132643916,982.6745151,5.0,middle_4_7,13869.0,valid,Regional
203021045,Newcomb - Moolap,25.0,16.461447290445776,0.96,96.0,0.08,177.25050052144786,890.5601456,1.0,low_1_3,15187.0,valid,Regional
203021046,Newtown (Vic.),42.0,40.41181564514577,0.7619047619047619,76.19047619047619,0.23809523809523808,189.50216123449826,1081.265616,9.0,high_8_10,10393.0,valid,Regional
207011155,Surrey Hills (West) - Canterbury,36.0,22.182512785753897,0.9166666666666666,91.66666666666666,0.08333333333333333,103.39004351607791,1142.502158,10.0,high_8_10,16229.0,valid,Metro
203021047,North Geelong - Bell Park,40.0,25.438819638768763,0.8095238095238095,80.95238095238095,0.19047619047619047,187.99651379409397,955.6139621,4.0,middle_4_7,15724.0,valid,Regional
203021485,Charlemont,10.0,6.618133686300463,1.0,100.0,0.09090909090909091,137.22930261942452,1021.4431569999999,6.0,middle_4_7,15110.0,valid,Regional
203021486,Corio - Lovely Banks,33.0,17.851346965271016,0.42857142857142855,42.857142857142854,0.08571428571428572,428.58792985980915,848.5632699,1.0,low_1_3,18486.0,valid,Regional
203021487,Grovedale - Mount Duneed,43.0,15.042854644044079,0.8125,81.25,0.10416666666666667,174.09622949448305,1002.9152770000001,6.0,middle_4_7,28585.0,valid,Regional
203021488,Norlane,22.0,24.906600249066003,0.45454545454545453,45.45454545454545,0.045454545454545456,409.3736411216676,787.6768903,1.0,low_1_3,8833.0,valid,Regional
203031048,Clifton Springs,47.0,26.23939258597588,0.5106382978723404,51.06382978723404,0.10638297872340426,364.7262972946102,974.4905936,5.0,middle_4_7,17912.0,valid,Regional
203031049,Lorne - Anglesea,77.0,122.0865704772475,0.7142857142857143,71.42857142857143,0.33766233766233766,257.8465485540063,1064.802649,8.0,high_8_10,6307.0,valid,Regional
207011519,Hawthorn - North,56.0,51.329055912007334,0.9464285714285714,94.64285714285714,0.125,66.60486663062233,1132.588814,10.0,high_8_10,10910.0,valid,Metro
203031051,Portarlington,50.0,45.98123965422108,0.68,68.0,0.16,199.2847409037987,971.6667075,4.0,middle_4_7,10874.0,valid,Regional
203031052,Point Lonsdale - Queenscliff,55.0,90.86403436312573,0.8363636363636363,83.63636363636363,0.18181818181818182,116.52813505056707,1063.928002,8.0,high_8_10,6053.0,valid,Regional
203031053,Torquay,99.0,37.24464843309131,0.7876106194690266,78.76106194690266,0.19469026548672566,181.1861167737399,1092.207794,9.0,high_8_10,26581.0,valid,Regional
207011520,Hawthorn - South,75.0,55.30157793835718,0.9466666666666667,94.66666666666667,0.26666666666666666,69.5604057599461,1124.666092,10.0,high_8_10,13562.0,valid,Metro
207011521,Kew - South,45.0,36.56752803510483,0.9777777777777777,97.77777777777777,0.2222222222222222,81.84418759287912,1143.3908199999998,10.0,high_8_10,12306.0,valid,Metro
203031489,Barwon Heads - Armstrong Creek,40.0,25.398437996063244,0.675,67.5,0.125,177.38839117440375,1063.606608,8.0,high_8_10,15749.0,valid,Regional
203031490,Ocean Grove,69.0,33.1858407079646,0.6376811594202898,63.76811594202898,0.2318840579710145,317.77562741278797,1054.581768,8.0,high_8_10,20792.0,valid,Regional
204011054,Alexandra,62.0,90.52416411154913,0.6018518518518519,60.18518518518518,0.26851851851851855,291.4449849298604,952.753785,4.0,middle_4_7,6849.0,valid,Regional
204011055,Euroa,40.0,58.13953488372093,0.3125,31.25,0.171875,960.3441443626388,951.4809861,4.0,middle_4_7,6880.0,valid,Regional
204011056,Kilmore - Broadford,43.0,25.757757278063973,0.5510204081632653,55.10204081632652,0.14285714285714285,258.0787616001814,965.5851436,4.0,middle_4_7,16694.0,valid,Regional
204011057,Mansfield (Vic.),122.0,107.73578240904274,0.22950819672131148,22.950819672131146,0.2540983606557377,23330.141497407916,989.8886033,5.0,middle_4_7,11324.0,valid,Regional
204011058,Nagambie,55.0,111.42625607779578,0.2,20.0,0.1,2206.5037903047073,959.0588792,4.0,middle_4_7,4936.0,valid,Regional
204011059,Seymour,33.0,47.749963825784974,0.8181818181818182,81.81818181818183,0.18181818181818182,172.70553065878642,883.5315207000001,1.0,low_1_3,6911.0,valid,Regional
204011060,Seymour Surrounds,21.0,46.79144385026738,0.3333333333333333,33.33333333333333,0.047619047619047616,2119.344985421712,1010.0491629999999,6.0,middle_4_7,4488.0,valid,Regional
204011061,Upper Yarra Valley,2.0,84.7457627118644,0.0,0.0,0.0,8950.025026079464,893.1276233,2.0,low_1_3,236.0,valid,Metro
204011062,Yea,31.0,70.97069597069597,0.45161290322580644,45.16129032258064,0.16129032258064516,1278.9826615021843,968.8824473,4.0,middle_4_7,4368.0,valid,Regional
204021063,Benalla,36.0,33.1461191418838,0.8421052631578947,84.21052631578947,0.15789473684210525,170.551852219501,921.8295863000001,2.0,low_1_3,10861.0,valid,Regional
204021064,Benalla Surrounds,27.0,70.88474665266475,0.07407407407407407,7.4074074074074066,0.18518518518518517,15949.603627056227,986.3382783000001,5.0,middle_4_7,3809.0,valid,Regional
204021065,Rutherglen,53.0,128.64077669902912,0.4268292682926829,42.68292682926829,0.10975609756097561,717.9003810062145,954.3896748999999,4.0,middle_4_7,4120.0,valid,Regional
207011522,Kew - West,39.0,28.262917602724833,0.9743589743589743,97.43589743589743,0.23076923076923078,103.76302049682064,1125.5548789999998,10.0,high_8_10,13799.0,valid,Metro
204021066,Wangaratta,66.0,32.96867975423348,0.9054054054054054,90.54054054054053,0.28378378378378377,202.6169559894192,935.0106376,3.0,low_1_3,20019.0,valid,Regional
204021067,Wangaratta Surrounds,93.0,92.35352532274081,0.26732673267326734,26.732673267326735,0.039603960396039604,2183.6317656456945,999.6783618000001,6.0,middle_4_7,10070.0,valid,Regional
204031068,Beechworth,69.0,139.05683192261185,0.46616541353383456,46.616541353383454,0.09022556390977443,582.362142286973,1010.480363,6.0,middle_4_7,4962.0,valid,Regional
204031069,Bright - Mount Beauty,186.0,207.2192513368984,0.34627831715210355,34.627831715210355,0.1650485436893204,1151.1066604797531,1010.900579,6.0,middle_4_7,8976.0,valid,Regional
207021156,Bulleen,22.0,18.62828111769687,0.6818181818181818,68.18181818181817,0.045454545454545456,244.9487880514913,1061.388847,8.0,high_8_10,11810.0,valid,Metro
204031070,Chiltern - Indigo Valley,14.0,42.98434141848327,0.4,40.0,0.06666666666666667,458.7020078724928,969.1443628000001,4.0,middle_4_7,3257.0,valid,Regional
204031071,Myrtleford,42.0,90.61488673139158,0.43373493975903615,43.373493975903614,0.12048192771084337,828.5069565277461,950.7080896,4.0,middle_4_7,4635.0,valid,Regional
204031072,Towong,42.0,68.23720552396425,0.35714285714285715,35.714285714285715,0.23809523809523808,773.927066550943,967.9935018,4.0,middle_4_7,6155.0,valid,Regional
205011076,Drouin,42.0,18.989058685233744,0.64,64.0,0.16,234.70037853851375,952.6073417,4.0,middle_4_7,22118.0,valid,Regional
205011077,Mount Baw Baw Region,42.0,62.22222222222222,0.0,0.0,0.07142857142857142,25417.571083586008,985.1404377,5.0,middle_4_7,6750.0,valid,Regional
205011078,Trafalgar (Vic.),29.0,33.650498955674166,0.6111111111111112,61.111111111111114,0.16666666666666666,310.937815781733,967.4425529,4.0,middle_4_7,8618.0,valid,Regional
205011079,Warragul,69.0,27.17391304347826,0.7619047619047619,76.19047619047619,0.16666666666666666,172.07931063745303,984.5982613,5.0,middle_4_7,25392.0,valid,Regional
205021080,Alps - East,0.0,,,,,,,,,0.0,zero_population,
205021081,Bairnsdale,60.0,37.69554564302319,0.7432432432432432,74.32432432432432,0.3108108108108108,262.8122995554766,920.4514584,2.0,low_1_3,15917.0,valid,Regional
205021082,Bruthen - Omeo,57.0,65.88833660848458,0.3157894736842105,31.57894736842105,0.19298245614035087,1812.144682689981,959.7596111,4.0,middle_4_7,8651.0,valid,Regional
205021083,Lake King,0.0,,,,,,,,,0.0,zero_population,
205021084,Lakes Entrance,59.0,52.06954372959139,0.6027397260273972,60.273972602739725,0.2054794520547945,210.8553674406164,923.2499811,2.0,low_1_3,11331.0,valid,Regional
205021085,Orbost,41.0,60.94841682770923,0.6428571428571429,64.28571428571429,0.23214285714285715,227.94915097076864,911.9637868,2.0,low_1_3,6727.0,valid,Regional
205021086,Paynesville,18.0,25.034770514603615,0.5,50.0,0.2857142857142857,370.26158543374385,949.9164029,3.0,low_1_3,7190.0,valid,Regional
205031087,Foster,65.0,67.49039559754958,0.32432432432432434,32.432432432432435,0.13513513513513514,4205.322583006028,970.5993998,4.0,middle_4_7,9631.0,valid,Regional
205031088,French Island,3.0,225.56390977443607,0.0,0.0,0.0,8891.502640584264,998.4028595,6.0,middle_4_7,133.0,valid,Regional
205041096,Morwell,47.0,32.44287982328984,0.8113207547169812,81.13207547169812,0.05660377358490566,232.4607441623394,820.2773596,1.0,low_1_3,14487.0,valid,Regional
